idx	label	predict	correct	time
115	3	3	1	0:00:14.132388
116	0	0	1	0:00:14.132124
117	4	4	1	0:00:14.129220
118	2	3	0	0:00:14.132399
119	7	5	0	0:00:14.134258
120	8	8	1	0:00:14.133750
121	3	4	0	0:00:14.133655
122	1	1	1	0:00:14.130904
123	2	2	1	0:00:14.132779
124	8	8	1	0:00:14.135542
125	0	-1	0	0:00:14.130050
126	8	0	0	0:00:14.135493
127	3	3	1	0:00:14.135713
128	5	3	0	0:00:14.130969
129	2	0	0	0:00:14.131119
130	4	2	0	0:00:14.135203
131	1	1	1	0:00:14.133721
132	8	8	1	0:00:14.130498
133	9	9	1	0:00:14.133871
134	1	1	1	0:00:14.130912
135	2	2	1	0:00:14.130740
136	9	9	1	0:00:14.134343
137	7	7	1	0:00:14.131127
138	2	2	1	0:00:14.131894
139	9	8	0	0:00:14.134133
140	6	6	1	0:00:14.130174
141	5	5	1	0:00:14.134407
142	6	6	1	0:00:14.136425
143	3	5	0	0:00:14.136142
144	8	8	1	0:00:14.132864
145	7	7	1	0:00:14.132188
146	6	6	1	0:00:14.131480
147	2	5	0	0:00:14.135150
148	5	5	1	0:00:14.131660
149	2	2	1	0:00:14.127883
150	8	8	1	0:00:14.131154
151	9	9	1	0:00:14.130241
152	6	6	1	0:00:14.129221
153	0	0	1	0:00:14.137727
154	0	0	1	0:00:14.131489
155	5	5	1	0:00:14.130883
156	2	2	1	0:00:14.131051
157	9	9	1	0:00:14.132015
158	5	3	0	0:00:14.133930
159	4	4	1	0:00:14.137229
160	2	2	1	0:00:14.132181
161	1	1	1	0:00:14.132708
162	6	3	0	0:00:14.128142
163	6	6	1	0:00:14.133304
164	8	9	0	0:00:14.132889
165	4	2	0	0:00:14.132605
166	8	8	1	0:00:14.128390
167	4	6	0	0:00:14.127984
168	5	9	0	0:00:14.129550
169	0	0	1	0:00:14.133191
170	9	9	1	0:00:14.138484
171	9	9	1	0:00:14.135231
172	9	6	0	0:00:14.131339
173	8	8	1	0:00:14.131288
174	9	9	1	0:00:14.130500
175	9	9	1	0:00:14.130565
176	3	3	1	0:00:14.136190
177	7	7	1	0:00:14.130760
178	5	5	1	0:00:14.130369
179	0	0	1	0:00:14.129531
180	0	0	1	0:00:14.129905
181	5	7	0	0:00:14.131786
182	2	2	1	0:00:14.131274
183	2	2	1	0:00:14.131763
184	3	0	0	0:00:14.132226
185	8	8	1	0:00:14.130962
186	6	6	1	0:00:14.134635
187	3	3	1	0:00:14.133914
188	4	3	0	0:00:14.130034
189	0	8	0	0:00:14.129204
190	5	5	1	0:00:14.131521
191	8	3	0	0:00:14.134162
192	0	0	1	0:00:14.134613
193	1	1	1	0:00:14.135282
194	7	7	1	0:00:14.132278
195	2	2	1	0:00:14.134081
196	8	8	1	0:00:14.131089
197	8	8	1	0:00:14.129759
198	7	7	1	0:00:14.134953
199	8	8	1	0:00:14.136648
200	5	3	0	0:00:14.130654
201	1	0	0	0:00:14.130027
202	8	8	1	0:00:14.130116
203	7	7	1	0:00:14.131172
204	1	1	1	0:00:14.137493
205	3	3	1	0:00:14.136452
206	0	0	1	0:00:14.137724
207	5	5	1	0:00:14.131149
208	7	7	1	0:00:14.136492
209	9	9	1	0:00:14.132350
210	7	2	0	0:00:14.133285
211	4	9	0	0:00:14.133100
212	5	5	1	0:00:14.129434
213	9	7	0	0:00:14.133960
214	8	8	1	0:00:14.128181
215	0	2	0	0:00:14.129787
216	7	7	1	0:00:14.132778
217	9	9	1	0:00:14.128717
218	8	0	0	0:00:14.129624
219	2	2	1	0:00:14.128726
220	7	7	1	0:00:14.128290
221	6	6	1	0:00:14.134017
222	9	9	1	0:00:14.131572
223	4	4	1	0:00:14.128298
224	3	3	1	0:00:14.126969
225	9	9	1	0:00:14.129743
226	6	4	0	0:00:14.127599
227	4	2	0	0:00:14.129596
228	7	3	0	0:00:14.129611
229	6	3	0	0:00:14.125540
230	5	5	1	0:00:14.133297
231	1	1	1	0:00:14.130007
232	5	3	0	0:00:14.130175
233	8	1	0	0:00:14.134126
234	8	8	1	0:00:14.133000
235	0	0	1	0:00:14.131770
236	4	4	1	0:00:14.129477
237	0	2	0	0:00:14.125519
238	5	5	1	0:00:14.128049
239	5	5	1	0:00:14.132964
240	1	1	1	0:00:14.131473
241	1	1	1	0:00:14.134383
242	8	0	0	0:00:14.132566
243	9	9	1	0:00:14.130593
244	0	0	1	0:00:14.133836
245	3	8	0	0:00:14.132231
246	1	-1	0	0:00:14.129642
247	9	8	0	0:00:14.130401
248	2	2	1	0:00:14.130793
249	2	2	1	0:00:14.132890
250	5	5	1	0:00:14.133558
251	3	3	1	0:00:14.130665
252	9	9	1	0:00:14.134660
253	9	9	1	0:00:14.136252
254	4	6	0	0:00:14.129914
255	0	9	0	0:00:14.128652
256	3	3	1	0:00:14.135515
257	0	0	1	0:00:14.130732
258	0	8	0	0:00:14.130896
259	9	1	0	0:00:14.125862
260	8	-1	0	0:00:14.125519
261	1	1	1	0:00:14.132583
262	5	5	1	0:00:14.128979
263	7	3	0	0:00:14.127942
264	0	8	0	0:00:14.130120
265	8	8	1	0:00:14.130072
266	2	2	1	0:00:14.125996
267	4	4	1	0:00:14.132756
268	7	7	1	0:00:14.128988
269	0	0	1	0:00:14.130087
270	2	2	1	0:00:14.130670
271	3	3	1	0:00:14.129294
272	6	6	1	0:00:14.132631
273	3	3	1	0:00:14.137306
274	8	8	1	0:00:14.138416
275	5	5	1	0:00:14.132749
276	0	0	1	0:00:14.131609
277	3	2	0	0:00:14.128939
278	4	4	1	0:00:14.130787
279	3	5	0	0:00:14.135445
280	9	9	1	0:00:14.131350
281	0	0	1	0:00:14.131857
282	6	6	1	0:00:14.132630
283	1	1	1	0:00:14.135322
284	0	9	0	0:00:14.133807
285	9	9	1	0:00:14.136021
286	1	1	1	0:00:14.131804
287	0	8	0	0:00:14.131938
288	7	7	1	0:00:14.133059
289	9	9	1	0:00:14.134753
290	1	1	1	0:00:14.138599
291	2	2	1	0:00:14.136106
292	6	6	1	0:00:14.132770
293	9	1	0	0:00:14.134358
294	3	3	1	0:00:14.133320
295	4	2	0	0:00:14.131919
296	6	6	1	0:00:14.139999
297	0	0	1	0:00:14.135485
298	0	0	1	0:00:14.136509
299	6	6	1	0:00:14.138766
300	6	6	1	0:00:14.132938
301	6	6	1	0:00:14.134282
302	3	5	0	0:00:14.135700
303	2	9	0	0:00:14.131988
304	6	6	1	0:00:14.133613
305	1	1	1	0:00:14.132032
306	8	1	0	0:00:14.129689
307	2	2	1	0:00:14.135546
308	1	1	1	0:00:14.134195
309	6	2	0	0:00:14.133590
310	8	8	1	0:00:14.131089
311	6	6	1	0:00:14.131428
312	8	0	0	0:00:14.135112
313	0	0	1	0:00:14.137783
314	4	3	0	0:00:14.129310
315	0	0	1	0:00:14.132992
316	7	2	0	0:00:14.131494
317	7	7	1	0:00:14.132219
318	5	5	1	0:00:14.137658
319	5	-1	0	0:00:14.137818
320	3	3	1	0:00:14.130814
321	5	5	1	0:00:14.132235
322	2	2	1	0:00:14.130430
323	3	6	0	0:00:14.128755
324	4	3	0	0:00:14.136760
325	1	1	1	0:00:14.131598
326	7	2	0	0:00:14.125098
327	5	3	0	0:00:14.127949
328	4	9	0	0:00:14.130256
329	6	3	0	0:00:14.130875
330	1	1	1	0:00:14.138135
331	9	9	1	0:00:14.133517
332	3	6	0	0:00:14.134225
333	6	6	1	0:00:14.134789
334	6	6	1	0:00:14.132767
335	9	9	1	0:00:14.133799
336	3	3	1	0:00:14.138533
337	8	8	1	0:00:14.132837
338	0	0	1	0:00:14.133206
339	7	7	1	0:00:14.129548
340	2	4	0	0:00:14.135729
341	6	5	0	0:00:14.138121
342	2	0	0	0:00:14.139438
343	5	7	0	0:00:14.131640
344	8	8	1	0:00:14.131456
345	5	5	1	0:00:14.132321
346	4	7	0	0:00:14.135271
347	6	6	1	0:00:14.134830
348	8	8	1	0:00:14.134973
349	9	9	1	0:00:14.132633
350	9	9	1	0:00:14.133384
351	1	9	0	0:00:14.131999
352	0	8	0	0:00:14.132801
353	2	2	1	0:00:14.137955
354	2	4	0	0:00:14.130168
355	7	5	0	0:00:14.129653
356	3	2	0	0:00:14.133353
357	2	7	0	0:00:14.128409
358	8	1	0	0:00:14.133223
359	0	0	1	0:00:14.135108
360	9	9	1	0:00:14.129575
361	5	5	1	0:00:14.131650
362	8	8	1	0:00:14.136665
363	1	8	0	0:00:14.128734
364	9	9	1	0:00:14.134040
365	4	0	0	0:00:14.128690
366	1	1	1	0:00:14.127689
367	3	1	0	0:00:14.130056
368	8	0	0	0:00:14.128340
369	1	1	1	0:00:14.126597
370	4	2	0	0:00:14.130845
371	7	7	1	0:00:14.128566
372	9	9	1	0:00:14.125883
373	4	4	1	0:00:14.123868
374	2	2	1	0:00:14.127691
375	7	7	1	0:00:14.125805
376	0	8	0	0:00:14.128244
377	7	4	0	0:00:14.124695
378	0	2	0	0:00:14.124793
379	6	6	1	0:00:14.125301
380	6	6	1	0:00:14.123894
381	9	9	1	0:00:14.128558
382	0	0	1	0:00:14.128610
383	9	9	1	0:00:14.127005
384	2	2	1	0:00:14.133914
385	8	0	0	0:00:14.127246
386	7	7	1	0:00:14.130915
387	2	5	0	0:00:14.132183
388	2	5	0	0:00:14.128716
389	5	5	1	0:00:14.130643
390	1	1	1	0:00:14.125979
391	2	2	1	0:00:14.133184
392	6	6	1	0:00:14.130305
393	2	3	0	0:00:14.133555
394	9	9	1	0:00:14.128714
395	6	6	1	0:00:14.130235
396	2	2	1	0:00:14.131311
397	3	3	1	0:00:14.129161
398	0	0	1	0:00:14.128999
399	3	9	0	0:00:14.129637
400	9	9	1	0:00:14.130483
401	8	8	1	0:00:14.127847
402	7	-1	0	0:00:14.127428
403	8	8	1	0:00:14.128676
404	8	8	1	0:00:14.134387
405	4	-1	0	0:00:14.129824
406	0	0	1	0:00:14.136410
407	1	1	1	0:00:14.133721
408	8	8	1	0:00:14.130925
409	2	2	1	0:00:14.131043
410	7	7	1	0:00:14.132695
411	9	9	1	0:00:14.132813
412	3	5	0	0:00:14.130488
413	6	6	1	0:00:14.130662
414	1	1	1	0:00:14.129236
415	9	9	1	0:00:14.128796
416	0	-1	0	0:00:14.136024
417	7	7	1	0:00:14.131473
418	3	5	0	0:00:14.130238
419	7	7	1	0:00:14.130011
420	4	4	1	0:00:14.131340
421	5	3	0	0:00:14.132249
422	0	8	0	0:00:14.134100
423	0	0	1	0:00:14.130382
424	2	2	1	0:00:14.131873
425	9	9	1	0:00:14.130698
426	3	5	0	0:00:14.132633
427	4	3	0	0:00:14.133154
428	0	0	1	0:00:14.134974
429	6	6	1	0:00:14.132758
430	2	4	0	0:00:14.130181
431	5	5	1	0:00:14.128300
432	3	5	0	0:00:14.124943
433	7	7	1	0:00:14.138237
434	3	9	0	0:00:14.131871
435	7	7	1	0:00:14.130098
436	2	3	0	0:00:14.129316
437	5	4	0	0:00:14.129572
438	3	3	1	0:00:14.132189
439	1	9	0	0:00:14.134319
440	1	1	1	0:00:14.129811
441	4	4	1	0:00:14.128517
442	9	9	1	0:00:14.133232
443	9	9	1	0:00:14.131528
444	5	3	0	0:00:14.129179
445	7	2	0	0:00:14.135417
446	5	6	0	0:00:14.129416
447	0	0	1	0:00:14.128942
448	2	2	1	0:00:14.131296
449	2	2	1	0:00:14.133783
450	2	2	1	0:00:14.136910
451	9	9	1	0:00:14.134744
452	7	7	1	0:00:14.132398
453	3	3	1	0:00:14.128219
454	9	9	1	0:00:14.127778
455	4	2	0	0:00:14.127934
456	3	2	0	0:00:14.133790
457	5	7	0	0:00:14.128426
458	4	6	0	0:00:14.131777
459	6	8	0	0:00:14.128928
460	5	5	1	0:00:14.132273
461	6	6	1	0:00:14.133208
462	1	1	1	0:00:14.135288
463	4	5	0	0:00:14.128129
464	3	3	1	0:00:14.130658
465	4	6	0	0:00:14.130096
466	4	4	1	0:00:14.132300
467	3	3	1	0:00:14.136470
468	7	7	1	0:00:14.135647
469	8	8	1	0:00:14.133160
470	3	3	1	0:00:14.132644
471	7	7	1	0:00:14.133720
472	8	8	1	0:00:14.135343
473	0	0	1	0:00:14.135157
474	5	5	1	0:00:14.131453
475	7	7	1	0:00:14.130013
476	6	6	1	0:00:14.131675
477	0	8	0	0:00:14.131391
478	5	2	0	0:00:14.131659
479	4	4	1	0:00:14.131321
480	8	9	0	0:00:14.132479
481	6	6	1	0:00:14.133510
482	8	8	1	0:00:14.132108
483	5	-1	0	0:00:14.127160
484	5	5	1	0:00:14.134747
485	9	8	0	0:00:14.134526
486	9	9	1	0:00:14.130695
487	9	9	1	0:00:14.132962
488	5	5	1	0:00:14.129811
489	0	0	1	0:00:14.131882
490	1	1	1	0:00:14.136382
491	0	7	0	0:00:14.132812
492	8	0	0	0:00:14.133896
493	1	1	1	0:00:14.131501
494	1	8	0	0:00:14.137002
495	8	8	1	0:00:14.129606
496	0	8	0	0:00:14.134164
497	2	2	1	0:00:14.131046
498	2	2	1	0:00:14.129622
499	0	0	1	0:00:14.129648
500	4	6	0	0:00:14.128653
501	6	6	1	0:00:14.134096
502	5	3	0	0:00:14.133597
503	4	4	1	0:00:14.131466
504	9	9	1	0:00:14.128460
505	4	4	1	0:00:14.129735
506	7	7	1	0:00:14.129776
507	9	9	1	0:00:14.134729
508	9	-1	0	0:00:14.127720
509	4	4	1	0:00:14.129013
510	5	5	1	0:00:14.131819
511	6	6	1	0:00:14.133058
512	6	6	1	0:00:14.135817
513	1	1	1	0:00:14.134381
514	5	5	1	0:00:14.132987
515	3	3	1	0:00:14.132163
516	8	8	1	0:00:14.133661
517	9	9	1	0:00:14.129241
518	5	7	0	0:00:14.131879
519	8	8	1	0:00:14.134093
520	5	5	1	0:00:14.132474
521	7	7	1	0:00:14.132262
522	0	0	1	0:00:14.130624
523	7	7	1	0:00:14.129281
524	0	0	1	0:00:14.136947
525	5	6	0	0:00:14.132828
526	0	4	0	0:00:14.128807
527	0	0	1	0:00:14.130825
528	4	0	0	0:00:14.132793
529	6	6	1	0:00:14.131979
530	9	9	1	0:00:14.136395
531	0	8	0	0:00:14.133338
532	9	1	0	0:00:14.128322
533	5	5	1	0:00:14.130385
534	6	6	1	0:00:14.129691
535	6	6	1	0:00:14.128525
536	6	6	1	0:00:14.137602
537	2	6	0	0:00:14.133351
538	9	9	1	0:00:14.136490
539	0	0	1	0:00:14.133782
540	1	1	1	0:00:14.133449
541	7	7	1	0:00:14.137037
542	6	6	1	0:00:14.137208
543	7	7	1	0:00:14.133221
544	5	5	1	0:00:14.135311
545	9	9	1	0:00:14.133263
546	1	1	1	0:00:14.133363
547	6	6	1	0:00:14.139288
548	2	6	0	0:00:14.138364
549	5	5	1	0:00:14.132076
550	5	2	0	0:00:14.134369
551	5	3	0	0:00:14.130176
552	8	8	1	0:00:14.131462
553	5	3	0	0:00:14.133633
554	9	9	1	0:00:14.130463
555	4	8	0	0:00:14.128682
556	6	6	1	0:00:14.131190
557	4	4	1	0:00:14.135408
558	3	3	1	0:00:14.134109
559	2	2	1	0:00:14.137078
560	0	0	1	0:00:14.136463
561	7	7	1	0:00:14.130060
562	6	6	1	0:00:14.132889
563	2	2	1	0:00:14.128781
564	2	2	1	0:00:14.129937
565	3	5	0	0:00:14.130705
566	9	9	1	0:00:14.134614
567	7	3	0	0:00:14.126815
568	9	9	1	0:00:14.129907
569	2	2	1	0:00:14.130351
570	6	6	1	0:00:14.134503
571	7	7	1	0:00:14.134059
572	1	1	1	0:00:14.133558
573	3	6	0	0:00:14.130292
574	6	6	1	0:00:14.131508
575	6	6	1	0:00:14.133844
576	8	8	1	0:00:14.132807
577	9	8	0	0:00:14.132929
578	7	7	1	0:00:14.134986
579	5	9	0	0:00:14.129118
580	4	4	1	0:00:14.133519
581	0	0	1	0:00:14.132336
582	8	8	1	0:00:14.133003
583	4	5	0	0:00:14.126769
584	0	0	1	0:00:14.132077
585	9	1	0	0:00:14.132853
586	3	6	0	0:00:14.133874
587	4	4	1	0:00:14.132690
588	8	8	1	0:00:14.132557
589	9	9	1	0:00:14.129226
590	6	6	1	0:00:14.127083
591	9	9	1	0:00:14.131463
592	2	2	1	0:00:14.129263
593	6	6	1	0:00:14.135508
594	1	1	1	0:00:14.129176
595	4	4	1	0:00:14.130960
596	7	7	1	0:00:14.131743
597	3	9	0	0:00:14.129143
598	5	5	1	0:00:14.128758
599	3	3	1	0:00:14.132287
600	8	8	1	0:00:14.127916
601	5	5	1	0:00:14.129135
602	0	0	1	0:00:14.129172
603	2	2	1	0:00:14.130749
604	1	1	1	0:00:14.138464
605	6	6	1	0:00:14.130333
606	4	3	0	0:00:14.126391
607	3	3	1	0:00:14.130239
608	3	3	1	0:00:14.126850
609	9	9	1	0:00:14.126969
610	6	6	1	0:00:14.132433
611	9	9	1	0:00:14.131056
612	8	8	1	0:00:14.128824
613	8	8	1	0:00:14.129427
614	5	6	0	0:00:14.128369
615	8	3	0	0:00:14.128304
616	6	6	1	0:00:14.133485
617	6	6	1	0:00:14.128710
618	2	7	0	0:00:14.128339
619	1	1	1	0:00:14.128159
620	7	7	1	0:00:14.130254
621	7	7	1	0:00:14.131153
622	1	1	1	0:00:14.132910
623	2	2	1	0:00:14.133707
624	7	7	1	0:00:14.133329
625	9	9	1	0:00:14.129851
626	9	9	1	0:00:14.137043
627	4	4	1	0:00:14.132515
628	4	4	1	0:00:14.133538
629	1	1	1	0:00:14.129277
630	2	8	0	0:00:14.131195
631	5	5	1	0:00:14.131034
632	6	6	1	0:00:14.133319
633	8	8	1	0:00:14.132563
634	7	7	1	0:00:14.131926
635	6	6	1	0:00:14.132384
636	8	8	1	0:00:14.132033
637	3	3	1	0:00:14.129542
638	0	8	0	0:00:14.135128
639	5	3	0	0:00:14.135769
640	5	3	0	0:00:14.128955
641	3	6	0	0:00:14.133016
642	0	0	1	0:00:14.132206
643	7	7	1	0:00:14.134683
644	9	9	1	0:00:14.133837
645	1	1	1	0:00:14.135680
646	3	3	1	0:00:14.130292
647	4	2	0	0:00:14.133988
648	4	4	1	0:00:14.136194
649	5	5	1	0:00:14.133024
650	3	3	1	0:00:14.137258
651	9	9	1	0:00:14.132430
652	5	-1	0	0:00:14.131886
653	6	6	1	0:00:14.131016
654	9	9	1	0:00:14.131191
655	2	4	0	0:00:14.131928
656	1	1	1	0:00:14.134063
657	1	1	1	0:00:14.130042
658	4	4	1	0:00:14.128647
659	1	1	1	0:00:14.131521
660	9	9	1	0:00:14.134297
661	4	7	0	0:00:14.133811
662	7	7	1	0:00:14.135537
663	6	6	1	0:00:14.132134
664	3	3	1	0:00:14.131457
665	8	8	1	0:00:14.133209
666	9	9	1	0:00:14.135132
667	0	0	1	0:00:14.139399
668	1	9	0	0:00:14.133998
669	3	5	0	0:00:14.137397
670	6	6	1	0:00:14.139181
671	3	5	0	0:00:14.133616
672	6	4	0	0:00:14.135292
673	3	3	1	0:00:14.138983
674	2	2	1	0:00:14.132655
675	0	0	1	0:00:14.133192
676	3	4	0	0:00:14.131103
677	1	9	0	0:00:14.134270
678	0	0	1	0:00:14.134438
679	5	3	0	0:00:14.134854
680	9	9	1	0:00:14.135266
681	6	6	1	0:00:14.133762
682	4	9	0	0:00:14.131170
683	8	8	1	0:00:14.133888
684	9	9	1	0:00:14.138167
685	6	2	0	0:00:14.134611
686	9	2	0	0:00:14.133082
687	6	3	0	0:00:14.130337
688	3	6	0	0:00:14.136581
689	0	6	0	0:00:14.129834
690	3	2	0	0:00:14.134507
691	2	2	1	0:00:14.135441
692	2	0	0	0:00:14.134937
693	7	7	1	0:00:14.133940
694	8	8	1	0:00:14.132992
695	3	4	0	0:00:14.132933
696	8	8	1	0:00:14.136287
697	2	4	0	0:00:14.130237
698	7	7	1	0:00:14.134452
699	5	5	1	0:00:14.129898
700	7	7	1	0:00:14.132188
701	2	2	1	0:00:14.133661
702	4	5	0	0:00:14.131166
703	8	6	0	0:00:14.133225
704	7	7	1	0:00:14.134091
705	4	4	1	0:00:14.134175
706	2	2	1	0:00:14.136387
707	9	9	1	0:00:14.136585
708	8	8	1	0:00:14.136103
709	8	8	1	0:00:14.133354
710	6	2	0	0:00:14.135240
711	8	8	1	0:00:14.132193
712	8	8	1	0:00:14.132684
713	7	7	1	0:00:14.137305
714	4	4	1	0:00:14.137242
715	3	3	1	0:00:14.130641
716	3	6	0	0:00:14.131213
717	8	9	0	0:00:14.131137
718	4	4	1	0:00:14.134745
719	9	8	0	0:00:14.134468
720	4	9	0	0:00:14.129796
721	8	8	1	0:00:14.130962
722	8	8	1	0:00:14.133825
723	1	1	1	0:00:14.130858
724	8	8	1	0:00:14.135171
725	2	8	0	0:00:14.129914
726	1	1	1	0:00:14.130660
727	3	5	0	0:00:14.132718
728	6	6	1	0:00:14.129446
729	5	5	1	0:00:14.134640
730	4	3	0	0:00:14.134264
731	2	0	0	0:00:14.135354
732	7	7	1	0:00:14.132499
733	9	9	1	0:00:14.129043
734	9	9	1	0:00:14.133551
735	4	4	1	0:00:14.135418
736	1	1	1	0:00:14.137367
737	4	4	1	0:00:14.130833
738	1	1	1	0:00:14.130519
739	3	-1	0	0:00:14.130184
740	2	3	0	0:00:14.130678
741	7	7	1	0:00:14.133571
742	0	0	1	0:00:14.136184
743	7	7	1	0:00:14.133054
744	9	9	1	0:00:14.131349
745	7	7	1	0:00:14.132571
746	6	6	1	0:00:14.131635
747	6	6	1	0:00:14.133902
748	2	2	1	0:00:14.133988
749	5	3	0	0:00:14.134274
750	9	9	1	0:00:14.130520
751	2	0	0	0:00:14.130537
752	9	9	1	0:00:14.129677
753	1	1	1	0:00:14.137904
754	2	2	1	0:00:14.131019
755	2	4	0	0:00:14.133314
756	6	6	1	0:00:14.130183
757	8	8	1	0:00:14.133202
758	2	2	1	0:00:14.132528
759	1	1	1	0:00:14.134527
760	3	3	1	0:00:14.131432
761	6	5	0	0:00:14.131161
762	6	6	1	0:00:14.126627
763	0	0	1	0:00:14.130337
764	1	1	1	0:00:14.132359
765	2	2	1	0:00:14.131209
766	7	4	0	0:00:14.129619
767	0	9	0	0:00:14.127703
768	5	3	0	0:00:14.128073
769	4	-1	0	0:00:14.129016
770	6	5	0	0:00:14.134825
771	1	1	1	0:00:14.130177
772	6	6	1	0:00:14.129620
773	4	5	0	0:00:14.128502
774	0	0	1	0:00:14.135606
775	2	4	0	0:00:14.133070
776	2	3	0	0:00:14.129389
777	6	6	1	0:00:14.134057
778	0	4	0	0:00:14.131036
779	5	6	0	0:00:14.134495
780	9	9	1	0:00:14.134763
781	1	1	1	0:00:14.132971
782	7	7	1	0:00:14.134963
783	6	6	1	0:00:14.130638
784	7	7	1	0:00:14.133022
785	0	0	1	0:00:14.133174
786	3	3	1	0:00:14.130578
787	9	9	1	0:00:14.133019
788	6	6	1	0:00:14.132632
789	8	8	1	0:00:14.131154
790	3	0	0	0:00:14.131046
791	0	0	1	0:00:14.129606
792	3	0	0	0:00:14.128935
793	4	4	1	0:00:14.129575
794	7	7	1	0:00:14.127528
795	7	7	1	0:00:14.129162
796	1	5	0	0:00:14.129457
797	4	3	0	0:00:14.129532
798	7	7	1	0:00:14.126878
799	2	2	1	0:00:14.131865
800	7	7	1	0:00:14.129434
801	1	1	1	0:00:14.133162
802	4	2	0	0:00:14.135898
803	7	7	1	0:00:14.131258
804	4	4	1	0:00:14.129744
805	4	4	1	0:00:14.131441
806	8	8	1	0:00:14.128094
807	4	4	1	0:00:14.130118
808	7	0	0	0:00:14.129007
809	7	5	0	0:00:14.128666
810	5	3	0	0:00:14.133615
811	3	5	0	0:00:14.129152
812	7	7	1	0:00:14.130831
813	2	2	1	0:00:14.129294
814	0	0	1	0:00:14.128234
815	8	8	1	0:00:14.129035
816	9	9	1	0:00:14.133558
817	5	4	0	0:00:14.131286
818	8	1	0	0:00:14.125356
819	3	3	1	0:00:14.128132
820	6	6	1	0:00:14.130200
