idx	label	predict	correct	time
204	6	6	1	0:00:14.119130
205	9	9	1	0:00:14.119367
206	1	1	1	0:00:14.121755
207	3	9	0	0:00:14.122558
208	9	9	1	0:00:14.116054
209	6	6	1	0:00:14.117719
210	6	6	1	0:00:14.118153
211	7	7	1	0:00:14.122843
212	1	1	1	0:00:14.123359
213	0	0	1	0:00:14.125435
214	9	9	1	0:00:14.121900
215	5	3	0	0:00:14.122158
216	8	8	1	0:00:14.122461
217	5	6	0	0:00:14.122252
218	2	2	1	0:00:14.125002
219	9	9	1	0:00:14.125922
220	0	0	1	0:00:14.124680
221	8	8	1	0:00:14.122787
222	8	8	1	0:00:14.122212
223	0	9	0	0:00:14.121818
224	6	6	1	0:00:14.125991
225	9	9	1	0:00:14.128035
226	1	1	1	0:00:14.121349
227	1	8	0	0:00:14.122547
228	6	6	1	0:00:14.122111
229	3	3	1	0:00:14.125177
230	7	0	0	0:00:14.124990
231	6	6	1	0:00:14.120903
232	6	6	1	0:00:14.120162
233	0	0	1	0:00:14.123439
234	6	6	1	0:00:14.117966
235	6	6	1	0:00:14.124193
236	1	1	1	0:00:14.125464
237	7	7	1	0:00:14.122571
238	1	1	1	0:00:14.119478
239	5	3	0	0:00:14.120275
240	8	8	1	0:00:14.121049
241	3	6	0	0:00:14.124144
242	6	4	0	0:00:14.120555
243	6	6	1	0:00:14.120670
244	8	8	1	0:00:14.121586
245	6	6	1	0:00:14.121144
246	8	8	1	0:00:14.122504
247	4	4	1	0:00:14.127419
248	6	3	0	0:00:14.121057
249	6	6	1	0:00:14.117461
250	1	1	1	0:00:14.120659
251	3	9	0	0:00:14.121516
252	8	8	1	0:00:14.126222
253	3	4	0	0:00:14.121321
254	4	4	1	0:00:14.117939
255	1	1	1	0:00:14.122006
256	7	7	1	0:00:14.121279
257	1	1	1	0:00:14.121065
258	3	3	1	0:00:14.126709
259	8	0	0	0:00:14.120964
260	5	2	0	0:00:14.120471
261	1	1	1	0:00:14.122026
262	1	1	1	0:00:14.119405
263	4	4	1	0:00:14.121763
264	0	0	1	0:00:14.125590
265	9	9	1	0:00:14.123653
266	3	3	1	0:00:14.120734
267	7	7	1	0:00:14.120914
268	4	4	1	0:00:14.122472
269	9	9	1	0:00:14.127060
270	9	9	1	0:00:14.125158
271	2	4	0	0:00:14.116201
272	4	4	1	0:00:14.118827
273	9	9	1	0:00:14.125500
274	9	9	1	0:00:14.120655
275	1	1	1	0:00:14.122973
276	0	0	1	0:00:14.122462
277	5	3	0	0:00:14.120079
278	9	9	1	0:00:14.120333
279	0	5	0	0:00:14.123707
280	8	8	1	0:00:14.124668
281	2	0	0	0:00:14.125698
282	1	1	1	0:00:14.121410
283	2	4	0	0:00:14.116655
284	0	8	0	0:00:14.119897
285	5	3	0	0:00:14.119415
286	6	6	1	0:00:14.122576
287	3	3	1	0:00:14.125629
288	2	2	1	0:00:14.122720
289	7	7	1	0:00:14.123548
290	8	8	1	0:00:14.121766
291	8	8	1	0:00:14.126443
292	6	6	1	0:00:14.118028
293	0	5	0	0:00:14.122767
294	7	7	1	0:00:14.118619
295	9	9	1	0:00:14.118767
296	4	0	0	0:00:14.120698
297	5	5	1	0:00:14.122928
298	6	1	0	0:00:14.124007
299	4	4	1	0:00:14.124943
300	2	6	0	0:00:14.123217
301	1	5	0	0:00:14.119427
302	1	1	1	0:00:14.124173
303	2	0	0	0:00:14.124773
304	1	1	1	0:00:14.126576
305	5	5	1	0:00:14.121262
306	9	9	1	0:00:14.124712
307	9	6	0	0:00:14.122245
308	0	0	1	0:00:14.122184
309	8	8	1	0:00:14.123504
310	4	4	1	0:00:14.125304
311	1	1	1	0:00:14.123872
312	1	1	1	0:00:14.121968
313	6	6	1	0:00:14.126461
314	3	3	1	0:00:14.121287
315	3	3	1	0:00:14.123500
316	9	9	1	0:00:14.122608
317	0	0	1	0:00:14.120235
318	7	7	1	0:00:14.120388
319	9	9	1	0:00:14.121261
320	7	4	0	0:00:14.121292
321	7	7	1	0:00:14.123813
322	9	6	0	0:00:14.119826
323	1	1	1	0:00:14.123393
324	5	5	1	0:00:14.123339
325	1	1	1	0:00:14.122485
326	6	6	1	0:00:14.120412
327	6	6	1	0:00:14.126140
328	8	8	1	0:00:14.121297
329	7	7	1	0:00:14.123489
330	1	1	1	0:00:14.120177
331	3	4	0	0:00:14.118646
332	0	0	1	0:00:14.126008
333	3	3	1	0:00:14.120990
334	3	3	1	0:00:14.118830
335	2	2	1	0:00:14.124487
336	4	3	0	0:00:14.124585
337	5	2	0	0:00:14.120389
338	7	3	0	0:00:14.120816
339	5	5	1	0:00:14.126017
340	9	9	1	0:00:14.124162
341	0	0	1	0:00:14.125153
342	3	6	0	0:00:14.123617
343	4	4	1	0:00:14.123482
344	0	0	1	0:00:14.126779
345	4	2	0	0:00:14.122547
346	4	-1	0	0:00:14.119252
347	6	6	1	0:00:14.122256
348	0	0	1	0:00:14.123688
349	0	2	0	0:00:14.118012
350	6	6	1	0:00:14.126071
351	6	6	1	0:00:14.120801
352	0	0	1	0:00:14.121664
353	8	8	1	0:00:14.126057
354	1	1	1	0:00:14.123863
355	6	6	1	0:00:14.122538
356	2	6	0	0:00:14.125521
357	9	9	1	0:00:14.128622
358	2	2	1	0:00:14.121880
359	5	5	1	0:00:14.119957
360	9	1	0	0:00:14.120962
361	6	3	0	0:00:14.123629
362	7	7	1	0:00:14.122628
363	4	4	1	0:00:14.122616
364	1	1	1	0:00:14.121309
365	8	8	1	0:00:14.122081
366	7	7	1	0:00:14.120760
367	3	3	1	0:00:14.126783
368	6	6	1	0:00:14.120171
369	9	9	1	0:00:14.121627
370	3	5	0	0:00:14.120637
371	0	0	1	0:00:14.120082
372	4	4	1	0:00:14.122119
373	0	0	1	0:00:14.121977
374	5	5	1	0:00:14.122363
375	1	1	1	0:00:14.123544
376	0	0	1	0:00:14.121329
377	3	3	1	0:00:14.124095
378	4	6	0	0:00:14.122334
379	8	8	1	0:00:14.127312
380	5	5	1	0:00:14.122486
381	4	4	1	0:00:14.120959
382	7	7	1	0:00:14.119157
383	2	2	1	0:00:14.121387
384	3	3	1	0:00:14.124414
385	9	9	1	0:00:14.120903
386	7	7	1	0:00:14.121807
387	6	6	1	0:00:14.120739
388	7	7	1	0:00:14.123354
389	1	1	1	0:00:14.121285
390	4	1	0	0:00:14.123239
391	7	7	1	0:00:14.121358
392	0	3	0	0:00:14.119660
393	1	9	0	0:00:14.120599
394	7	7	1	0:00:14.122605
395	3	3	1	0:00:14.119785
396	1	1	1	0:00:14.125242
397	8	8	1	0:00:14.121188
398	4	4	1	0:00:14.120327
399	4	4	1	0:00:14.119473
400	2	2	1	0:00:14.122391
401	0	0	1	0:00:14.128815
402	2	2	1	0:00:14.123514
403	2	4	0	0:00:14.123026
404	0	0	1	0:00:14.122293
405	0	0	1	0:00:14.119671
406	9	9	1	0:00:14.120280
407	0	0	1	0:00:14.125439
408	9	9	1	0:00:14.123461
409	6	7	0	0:00:14.120455
410	8	8	1	0:00:14.122594
411	2	6	0	0:00:14.117821
412	7	7	1	0:00:14.120836
413	7	7	1	0:00:14.123706
414	4	-1	0	0:00:14.121741
415	0	0	1	0:00:14.121531
416	3	3	1	0:00:14.120611
417	0	0	1	0:00:14.119908
418	8	8	1	0:00:14.123083
419	9	9	1	0:00:14.122854
420	4	2	0	0:00:14.120432
421	2	2	1	0:00:14.121515
422	7	7	1	0:00:14.122096
423	2	2	1	0:00:14.121972
424	5	5	1	0:00:14.124318
425	2	2	1	0:00:14.124370
426	5	5	1	0:00:14.122343
427	1	1	1	0:00:14.119666
428	9	9	1	0:00:14.117738
429	4	4	1	0:00:14.120805
430	8	8	1	0:00:14.125978
431	5	5	1	0:00:14.123823
432	1	1	1	0:00:14.122875
433	7	5	0	0:00:14.120596
434	4	4	1	0:00:14.120249
435	4	7	0	0:00:14.125494
436	0	0	1	0:00:14.123419
437	6	6	1	0:00:14.120648
438	9	9	1	0:00:14.122670
439	0	0	1	0:00:14.120117
440	7	7	1	0:00:14.122109
441	8	8	1	0:00:14.124090
442	8	8	1	0:00:14.124360
443	9	9	1	0:00:14.122805
444	9	9	1	0:00:14.120566
445	3	3	1	0:00:14.128336
446	3	5	0	0:00:14.119594
447	4	4	1	0:00:14.124303
448	0	8	0	0:00:14.121761
449	4	5	0	0:00:14.123318
450	5	3	0	0:00:14.122356
451	6	6	1	0:00:14.119997
452	6	6	1	0:00:14.119871
453	0	0	1	0:00:14.124501
454	1	1	1	0:00:14.120183
455	0	0	1	0:00:14.118969
456	8	0	0	0:00:14.121252
457	0	0	1	0:00:14.120899
458	4	3	0	0:00:14.123836
459	8	8	1	0:00:14.126576
460	8	1	0	0:00:14.126928
461	1	1	1	0:00:14.121763
462	5	5	1	0:00:14.122515
463	2	2	1	0:00:14.122058
464	6	6	1	0:00:14.126458
465	8	8	1	0:00:14.124471
466	1	2	0	0:00:14.118461
467	0	8	0	0:00:14.124074
468	0	0	1	0:00:14.120304
469	7	7	1	0:00:14.122109
470	7	7	1	0:00:14.121745
471	5	7	0	0:00:14.120180
472	9	9	1	0:00:14.121811
473	6	4	0	0:00:14.122169
474	2	2	1	0:00:14.119411
475	8	8	1	0:00:14.122902
476	3	3	1	0:00:14.124661
477	4	4	1	0:00:14.120240
478	7	2	0	0:00:14.117451
479	3	3	1	0:00:14.119498
480	9	9	1	0:00:14.119624
481	0	0	1	0:00:14.122226
482	1	1	1	0:00:14.121184
483	2	4	0	0:00:14.113373
484	4	4	1	0:00:14.116742
485	8	8	1	0:00:14.117938
486	1	1	1	0:00:14.116211
487	8	8	1	0:00:14.116958
488	6	6	1	0:00:14.120600
489	4	4	1	0:00:14.120136
490	4	4	1	0:00:14.115318
491	5	5	1	0:00:14.118307
492	7	7	1	0:00:14.114757
493	1	1	1	0:00:14.124088
494	3	3	1	0:00:14.120961
495	9	9	1	0:00:14.119776
496	8	8	1	0:00:14.119669
497	0	0	1	0:00:14.117712
498	1	1	1	0:00:14.121612
499	7	0	0	0:00:14.124451
500	5	5	1	0:00:14.119823
501	8	8	1	0:00:14.119603
502	2	7	0	0:00:14.123202
503	8	8	1	0:00:14.120847
504	0	0	1	0:00:14.122610
505	4	4	1	0:00:14.116927
506	1	1	1	0:00:14.120025
507	8	8	1	0:00:14.120708
508	9	9	1	0:00:14.120598
509	8	8	1	0:00:14.121752
510	2	9	0	0:00:14.124806
511	9	9	1	0:00:14.128508
512	9	9	1	0:00:14.122184
513	2	2	1	0:00:14.119743
514	7	4	0	0:00:14.119176
515	5	6	0	0:00:14.120757
516	7	7	1	0:00:14.125823
517	3	2	0	0:00:14.121615
518	8	8	1	0:00:14.121790
519	8	8	1	0:00:14.123567
520	4	4	1	0:00:14.121679
521	4	5	0	0:00:14.122300
522	2	2	1	0:00:14.123302
523	7	7	1	0:00:14.121723
524	1	1	1	0:00:14.118923
525	6	6	1	0:00:14.119923
526	4	4	1	0:00:14.117740
527	0	8	0	0:00:14.124625
528	4	4	1	0:00:14.124119
529	6	6	1	0:00:14.122038
530	9	9	1	0:00:14.118851
531	7	7	1	0:00:14.123347
532	6	3	0	0:00:14.121551
533	2	2	1	0:00:14.127299
534	5	5	1	0:00:14.121485
535	5	7	0	0:00:14.123711
536	1	1	1	0:00:14.121929
537	7	4	0	0:00:14.122987
538	2	2	1	0:00:14.122957
539	2	2	1	0:00:14.126359
540	2	2	1	0:00:14.124346
541	9	9	1	0:00:14.123286
542	5	5	1	0:00:14.121446
543	4	4	1	0:00:14.123322
544	2	4	0	0:00:14.123398
545	7	4	0	0:00:14.123453
546	8	8	1	0:00:14.120966
547	1	1	1	0:00:14.122121
548	3	5	0	0:00:14.119736
549	4	3	0	0:00:14.119708
550	3	3	1	0:00:14.125183
551	7	7	1	0:00:14.120727
552	6	6	1	0:00:14.117872
553	9	0	0	0:00:14.120747
554	8	8	1	0:00:14.122199
555	0	3	0	0:00:14.121273
556	6	6	1	0:00:14.120502
557	0	0	1	0:00:14.116731
558	2	4	0	0:00:14.121274
559	2	2	1	0:00:14.120009
560	2	2	1	0:00:14.116749
561	1	1	1	0:00:14.120788
562	8	8	1	0:00:14.121729
563	4	4	1	0:00:14.120106
564	0	0	1	0:00:14.116902
565	1	1	1	0:00:14.117784
566	8	8	1	0:00:14.118378
567	8	8	1	0:00:14.123013
568	1	1	1	0:00:14.119706
569	5	5	1	0:00:14.119119
570	7	7	1	0:00:14.116007
571	6	6	1	0:00:14.118334
572	4	4	1	0:00:14.119777
573	5	3	0	0:00:14.122216
574	8	8	1	0:00:14.117833
575	7	7	1	0:00:14.119318
576	1	1	1	0:00:14.120605
577	9	9	1	0:00:14.121419
578	1	1	1	0:00:14.120168
579	9	9	1	0:00:14.120678
580	8	9	0	0:00:14.113019
581	4	4	1	0:00:14.118071
582	7	3	0	0:00:14.116178
583	3	3	1	0:00:14.116122
584	8	1	0	0:00:14.117622
585	8	8	1	0:00:14.119612
586	2	2	1	0:00:14.116236
587	6	6	1	0:00:14.116160
588	6	6	1	0:00:14.119637
589	7	2	0	0:00:14.113879
590	1	1	1	0:00:14.121425
591	6	-1	0	0:00:14.112703
592	8	8	1	0:00:14.114192
593	1	9	0	0:00:14.116852
594	9	9	1	0:00:14.115998
595	7	7	1	0:00:14.115314
596	8	8	1	0:00:14.119138
597	3	5	0	0:00:14.113399
598	0	0	1	0:00:14.115977
599	1	1	1	0:00:14.120187
600	0	0	1	0:00:14.115709
601	8	8	1	0:00:14.118762
602	8	3	0	0:00:14.116170
603	3	6	0	0:00:14.115799
604	0	8	0	0:00:14.123601
605	0	0	1	0:00:14.120908
606	1	8	0	0:00:14.116760
607	5	5	1	0:00:14.119692
608	0	9	0	0:00:14.115813
609	8	8	1	0:00:14.116631
610	8	8	1	0:00:14.117620
611	7	9	0	0:00:14.116188
612	9	9	1	0:00:14.115374
613	9	9	1	0:00:14.122044
614	0	0	1	0:00:14.117224
615	9	3	0	0:00:14.112937
616	4	3	0	0:00:14.114341
617	1	1	1	0:00:14.118408
618	3	2	0	0:00:14.115061
619	6	6	1	0:00:14.119946
620	6	8	0	0:00:14.116045
621	4	2	0	0:00:14.123073
622	4	4	1	0:00:14.119333
623	7	7	1	0:00:14.119995
624	5	2	0	0:00:14.120025
625	6	6	1	0:00:14.121675
626	0	6	0	0:00:14.119453
627	8	8	1	0:00:14.117375
628	0	0	1	0:00:14.120403
629	3	5	0	0:00:14.119945
630	2	2	1	0:00:14.126325
631	8	8	1	0:00:14.119724
632	4	4	1	0:00:14.119512
633	6	5	0	0:00:14.120386
634	9	9	1	0:00:14.119242
635	9	1	0	0:00:14.117234
636	7	7	1	0:00:14.122455
637	0	0	1	0:00:14.121308
638	3	3	1	0:00:14.118335
639	3	3	1	0:00:14.117273
640	6	4	0	0:00:14.117749
641	7	7	1	0:00:14.121582
642	4	2	0	0:00:14.124148
643	9	9	1	0:00:14.126332
644	1	1	1	0:00:14.120043
645	6	6	1	0:00:14.118387
646	2	2	1	0:00:14.118732
647	7	7	1	0:00:14.123373
648	2	2	1	0:00:14.123384
649	2	5	0	0:00:14.118655
650	0	0	1	0:00:14.120040
651	6	6	1	0:00:14.119869
652	7	4	0	0:00:14.118964
653	5	5	1	0:00:14.125124
654	7	7	1	0:00:14.124209
655	6	6	1	0:00:14.120162
656	8	0	0	0:00:14.124007
657	9	9	1	0:00:14.120850
658	0	0	1	0:00:14.122054
659	9	9	1	0:00:14.123110
660	4	7	0	0:00:14.123468
661	4	6	0	0:00:14.119791
662	7	4	0	0:00:14.119931
663	0	0	1	0:00:14.125743
664	9	1	0	0:00:14.123875
665	4	4	1	0:00:14.125795
666	9	9	1	0:00:14.123812
667	6	3	0	0:00:14.119088
668	9	9	1	0:00:14.119917
669	4	4	1	0:00:14.121759
670	5	5	1	0:00:14.125950
671	7	7	1	0:00:14.121360
672	9	8	0	0:00:14.122423
673	2	4	0	0:00:14.120163
674	4	4	1	0:00:14.118795
675	5	5	1	0:00:14.120001
676	1	1	1	0:00:14.121871
677	4	4	1	0:00:14.123617
678	3	6	0	0:00:14.120655
679	9	9	1	0:00:14.119363
680	6	6	1	0:00:14.120906
681	5	5	1	0:00:14.121403
682	6	6	1	0:00:14.123852
683	9	9	1	0:00:14.119347
684	3	2	0	0:00:14.116052
685	3	3	1	0:00:14.122008
686	5	2	0	0:00:14.121581
687	0	0	1	0:00:14.128080
688	7	7	1	0:00:14.120986
689	2	2	1	0:00:14.121599
690	1	1	1	0:00:14.119844
691	3	3	1	0:00:14.124094
692	6	6	1	0:00:14.123008
693	4	2	0	0:00:14.125494
694	0	0	1	0:00:14.120352
695	0	0	1	0:00:14.120058
696	2	4	0	0:00:14.117102
697	5	3	0	0:00:14.119334
698	0	0	1	0:00:14.121560
699	1	1	1	0:00:14.124780
700	0	0	1	0:00:14.118173
701	2	4	0	0:00:14.119328
702	3	6	0	0:00:14.121161
703	9	5	0	0:00:14.122045
704	8	8	1	0:00:14.125317
705	4	4	1	0:00:14.121755
706	9	9	1	0:00:14.121110
707	8	8	1	0:00:14.120883
708	0	0	1	0:00:14.125121
709	2	0	0	0:00:14.128307
710	6	2	0	0:00:14.122524
711	4	4	1	0:00:14.121523
712	4	4	1	0:00:14.120123
713	0	0	1	0:00:14.123666
714	1	1	1	0:00:14.122463
715	8	8	1	0:00:14.122381
716	8	8	1	0:00:14.125280
717	3	3	1	0:00:14.119990
718	6	6	1	0:00:14.119599
719	9	9	1	0:00:14.122170
720	6	4	0	0:00:14.120484
721	6	6	1	0:00:14.123464
722	7	9	0	0:00:14.124095
723	8	8	1	0:00:14.121514
724	2	2	1	0:00:14.120867
725	4	2	0	0:00:14.122470
726	5	5	1	0:00:14.122342
727	7	4	0	0:00:14.124584
728	6	2	0	0:00:14.124697
729	5	5	1	0:00:14.125320
730	3	-1	0	0:00:14.123283
731	0	0	1	0:00:14.125719
732	5	3	0	0:00:14.122936
733	0	0	1	0:00:14.126304
734	5	3	0	0:00:14.126382
735	0	0	1	0:00:14.119190
736	8	4	0	0:00:14.116732
737	2	2	1	0:00:14.120030
738	6	4	0	0:00:14.121408
739	7	7	1	0:00:14.124933
740	3	5	0	0:00:14.121381
741	8	8	1	0:00:14.121323
742	2	2	1	0:00:14.121281
743	1	8	0	0:00:14.121503
744	7	7	1	0:00:14.123624
745	6	4	0	0:00:14.124766
746	7	7	1	0:00:14.121842
747	1	1	1	0:00:14.121701
748	0	0	1	0:00:14.121499
749	9	0	0	0:00:14.122259
750	5	5	1	0:00:14.125118
751	5	5	1	0:00:14.123531
752	0	0	1	0:00:14.123374
753	1	9	0	0:00:14.126241
754	7	7	1	0:00:14.119127
755	6	3	0	0:00:14.118685
756	9	1	0	0:00:14.122327
757	0	0	1	0:00:14.119385
758	4	4	1	0:00:14.120900
759	7	7	1	0:00:14.120795
760	7	7	1	0:00:14.120417
761	1	1	1	0:00:14.121494
762	5	5	1	0:00:14.121444
763	9	0	0	0:00:14.121061
764	4	4	1	0:00:14.119503
765	0	0	1	0:00:14.121019
766	8	8	1	0:00:14.122603
767	5	2	0	0:00:14.122194
768	9	8	0	0:00:14.123227
769	9	9	1	0:00:14.117456
770	6	6	1	0:00:14.117854
771	7	7	1	0:00:14.121837
772	1	1	1	0:00:14.118634
773	8	8	1	0:00:14.123111
774	3	3	1	0:00:14.122015
775	2	5	0	0:00:14.121600
776	3	3	1	0:00:14.120607
777	8	8	1	0:00:14.126050
778	2	4	0	0:00:14.120800
779	2	2	1	0:00:14.123384
780	4	4	1	0:00:14.121394
781	6	6	1	0:00:14.116179
782	0	0	1	0:00:14.122372
783	0	0	1	0:00:14.120877
784	5	5	1	0:00:14.118770
785	3	3	1	0:00:14.122191
786	8	8	1	0:00:14.119417
787	2	2	1	0:00:14.119453
788	3	3	1	0:00:14.118037
789	7	7	1	0:00:14.119991
790	2	2	1	0:00:14.121108
791	9	9	1	0:00:14.117322
792	3	3	1	0:00:14.120754
793	8	8	1	0:00:14.118915
794	7	7	1	0:00:14.118069
795	8	8	1	0:00:14.119562
796	2	2	1	0:00:14.123161
797	7	7	1	0:00:14.121334
798	9	6	0	0:00:14.118907
799	0	0	1	0:00:14.122198
800	2	2	1	0:00:14.120467
801	3	3	1	0:00:14.121036
802	2	2	1	0:00:14.122766
803	2	2	1	0:00:14.119243
804	2	4	0	0:00:14.117712
805	3	3	1	0:00:14.119269
806	3	3	1	0:00:14.120227
807	6	6	1	0:00:14.122059
808	2	2	1	0:00:14.120857
809	3	5	0	0:00:14.118597
810	2	5	0	0:00:14.118777
811	8	8	1	0:00:14.119014
812	0	9	0	0:00:14.118676
813	5	3	0	0:00:14.124075
814	5	7	0	0:00:14.118843
815	1	1	1	0:00:14.119921
816	4	4	1	0:00:14.120716
817	5	5	1	0:00:14.122980
818	6	6	1	0:00:14.125909
819	6	1	0	0:00:14.123340
820	2	6	0	0:00:14.119569
