idx	label	predict	correct	time
88	8	8	1	0:00:14.126833
89	9	9	1	0:00:14.126617
90	0	0	1	0:00:14.129122
91	3	2	0	0:00:14.124589
92	8	8	1	0:00:14.123843
93	6	6	1	0:00:14.127150
94	4	4	1	0:00:14.122626
95	6	3	0	0:00:14.124779
96	6	6	1	0:00:14.127974
97	0	0	1	0:00:14.128033
98	0	0	1	0:00:14.126881
99	7	7	1	0:00:14.122665
100	4	4	1	0:00:14.122908
101	5	3	0	0:00:14.123044
102	6	6	1	0:00:14.123211
103	3	3	1	0:00:14.125799
104	1	1	1	0:00:14.125263
105	1	1	1	0:00:14.125870
106	3	2	0	0:00:14.126053
107	6	6	1	0:00:14.127900
108	8	8	1	0:00:14.123972
109	7	7	1	0:00:14.126192
110	4	-1	0	0:00:14.125766
111	0	0	1	0:00:14.129646
112	6	2	0	0:00:14.127724
113	2	2	1	0:00:14.128922
114	1	1	1	0:00:14.125936
115	3	3	1	0:00:14.124028
116	0	0	1	0:00:14.127437
117	4	4	1	0:00:14.124924
118	2	3	0	0:00:14.128362
119	7	5	0	0:00:14.127182
120	8	8	1	0:00:14.126786
121	3	4	0	0:00:14.129066
122	1	1	1	0:00:14.125466
123	2	2	1	0:00:14.124176
124	8	8	1	0:00:14.128656
125	0	6	0	0:00:14.123364
126	8	0	0	0:00:14.118686
127	3	3	1	0:00:14.124635
128	5	3	0	0:00:14.125062
129	2	0	0	0:00:14.124861
130	4	2	0	0:00:14.127388
131	1	1	1	0:00:14.125125
132	8	8	1	0:00:14.130114
133	9	9	1	0:00:14.129426
134	1	1	1	0:00:14.125552
135	2	2	1	0:00:14.128209
136	9	9	1	0:00:14.128094
137	7	7	1	0:00:14.125452
138	2	2	1	0:00:14.125257
139	9	8	0	0:00:14.128657
140	6	6	1	0:00:14.127664
141	5	5	1	0:00:14.129924
142	6	6	1	0:00:14.128753
143	3	5	0	0:00:14.126358
144	8	8	1	0:00:14.125947
145	7	7	1	0:00:14.126143
146	6	6	1	0:00:14.126342
147	2	5	0	0:00:14.132076
148	5	5	1	0:00:14.127695
149	2	5	0	0:00:14.126146
150	8	8	1	0:00:14.127688
151	9	9	1	0:00:14.127240
152	6	6	1	0:00:14.123899
153	0	0	1	0:00:14.128467
154	0	0	1	0:00:14.129119
155	5	5	1	0:00:14.130448
156	2	2	1	0:00:14.124993
157	9	9	1	0:00:14.126166
158	5	3	0	0:00:14.127366
159	4	4	1	0:00:14.127342
160	2	2	1	0:00:14.126587
161	1	1	1	0:00:14.128812
162	6	3	0	0:00:14.119869
163	6	6	1	0:00:14.123218
164	8	-1	0	0:00:14.126223
165	4	2	0	0:00:14.124536
166	8	8	1	0:00:14.127092
167	4	6	0	0:00:14.122619
168	5	9	0	0:00:14.125639
169	0	0	1	0:00:14.125108
170	9	9	1	0:00:14.128502
171	9	9	1	0:00:14.124266
172	9	6	0	0:00:14.121489
173	8	8	1	0:00:14.123325
174	9	9	1	0:00:14.126749
175	9	9	1	0:00:14.125381
176	3	3	1	0:00:14.132493
177	7	7	1	0:00:14.130033
178	5	5	1	0:00:14.124660
179	0	0	1	0:00:14.126952
180	0	0	1	0:00:14.126450
181	5	7	0	0:00:14.128043
182	2	2	1	0:00:14.127653
183	2	2	1	0:00:14.126428
184	3	0	0	0:00:14.127560
185	8	8	1	0:00:14.125899
186	6	6	1	0:00:14.127873
187	3	3	1	0:00:14.127563
188	4	3	0	0:00:14.126963
189	0	8	0	0:00:14.126101
190	5	5	1	0:00:14.130455
191	8	3	0	0:00:14.125732
192	0	0	1	0:00:14.128683
193	1	1	1	0:00:14.131476
194	7	7	1	0:00:14.127011
195	2	2	1	0:00:14.126317
196	8	8	1	0:00:14.127847
197	8	8	1	0:00:14.126961
198	7	7	1	0:00:14.131249
199	8	8	1	0:00:14.131717
200	5	3	0	0:00:14.125501
201	1	0	0	0:00:14.128366
202	8	8	1	0:00:14.128850
203	7	7	1	0:00:14.127733
204	1	1	1	0:00:14.130913
205	3	3	1	0:00:14.127306
206	0	0	1	0:00:14.126980
207	5	5	1	0:00:14.128249
208	7	7	1	0:00:14.128793
209	9	9	1	0:00:14.126593
210	7	5	0	0:00:14.129357
211	4	9	0	0:00:14.128114
212	5	5	1	0:00:14.124448
213	9	7	0	0:00:14.129323
214	8	8	1	0:00:14.126705
215	0	2	0	0:00:14.126610
216	7	7	1	0:00:14.132060
217	9	9	1	0:00:14.126526
218	8	-1	0	0:00:14.126935
219	2	2	1	0:00:14.125080
220	7	7	1	0:00:14.131573
221	6	6	1	0:00:14.132205
222	9	9	1	0:00:14.127228
223	4	4	1	0:00:14.123702
224	3	9	0	0:00:14.125452
225	9	9	1	0:00:14.128353
226	6	4	0	0:00:14.126567
227	4	2	0	0:00:14.127534
228	7	3	0	0:00:14.125688
229	6	3	0	0:00:14.126920
230	5	5	1	0:00:14.126861
231	1	1	1	0:00:14.127651
232	5	3	0	0:00:14.127335
233	8	-1	0	0:00:14.127759
234	8	8	1	0:00:14.129607
235	0	0	1	0:00:14.130527
236	4	4	1	0:00:14.127920
237	0	2	0	0:00:14.125776
238	5	5	1	0:00:14.125479
239	5	5	1	0:00:14.125238
240	1	1	1	0:00:14.126193
241	1	1	1	0:00:14.126670
242	8	0	0	0:00:14.127531
243	9	9	1	0:00:14.124973
244	0	0	1	0:00:14.124856
245	3	8	0	0:00:14.120932
246	1	4	0	0:00:14.120143
247	9	8	0	0:00:14.122941
248	2	2	1	0:00:14.123066
249	2	2	1	0:00:14.122535
250	5	7	0	0:00:14.122420
251	3	5	0	0:00:14.123547
252	9	9	1	0:00:14.125516
253	9	9	1	0:00:14.120721
254	4	6	0	0:00:14.122394
255	0	9	0	0:00:14.122322
256	3	6	0	0:00:14.123004
257	0	0	1	0:00:14.123070
258	0	8	0	0:00:14.120606
259	9	1	0	0:00:14.121838
260	8	8	1	0:00:14.118577
261	1	1	1	0:00:14.123250
262	5	5	1	0:00:14.124602
263	7	3	0	0:00:14.119455
264	0	8	0	0:00:14.124020
265	8	8	1	0:00:14.122721
266	2	2	1	0:00:14.120296
267	4	4	1	0:00:14.126184
268	7	7	1	0:00:14.123742
269	0	0	1	0:00:14.125055
270	2	2	1	0:00:14.122705
271	3	3	1	0:00:14.120076
272	6	6	1	0:00:14.122962
273	3	3	1	0:00:14.122093
274	8	8	1	0:00:14.123494
275	5	5	1	0:00:14.121908
276	0	0	1	0:00:14.123637
277	3	2	0	0:00:14.122181
278	4	5	0	0:00:14.123070
279	3	5	0	0:00:14.125895
280	9	9	1	0:00:14.123205
281	0	0	1	0:00:14.123761
282	6	6	1	0:00:14.126599
283	1	1	1	0:00:14.123273
284	0	9	0	0:00:14.129364
285	9	9	1	0:00:14.126721
286	1	1	1	0:00:14.125365
287	0	8	0	0:00:14.128161
288	7	7	1	0:00:14.126716
289	9	9	1	0:00:14.126910
290	1	1	1	0:00:14.128147
291	2	2	1	0:00:14.128142
292	6	6	1	0:00:14.126233
293	9	1	0	0:00:14.124436
294	3	3	1	0:00:14.125571
295	4	2	0	0:00:14.123528
296	6	6	1	0:00:14.129256
297	0	0	1	0:00:14.124934
298	0	0	1	0:00:14.126271
299	6	6	1	0:00:14.125180
300	6	6	1	0:00:14.126334
301	6	6	1	0:00:14.127410
302	3	5	0	0:00:14.125682
303	2	2	1	0:00:14.125598
304	6	2	0	0:00:14.124331
305	1	1	1	0:00:14.128545
306	8	1	0	0:00:14.124652
307	2	2	1	0:00:14.128093
308	1	1	1	0:00:14.130654
309	6	2	0	0:00:14.127252
310	8	8	1	0:00:14.125175
311	6	6	1	0:00:14.125425
312	8	0	0	0:00:14.129636
313	0	0	1	0:00:14.129137
314	4	3	0	0:00:14.123866
315	0	0	1	0:00:14.127316
316	7	2	0	0:00:14.120195
317	7	7	1	0:00:14.124692
318	5	5	1	0:00:14.125206
319	5	3	0	0:00:14.128398
320	3	3	1	0:00:14.125103
321	5	5	1	0:00:14.125335
322	2	6	0	0:00:14.124459
323	3	6	0	0:00:14.123490
324	4	3	0	0:00:14.126677
325	1	1	1	0:00:14.127100
326	7	2	0	0:00:14.122130
327	5	3	0	0:00:14.124645
328	4	9	0	0:00:14.123777
329	6	3	0	0:00:14.124932
330	1	1	1	0:00:14.131155
331	9	9	1	0:00:14.128147
332	3	6	0	0:00:14.125626
333	6	6	1	0:00:14.123917
334	6	6	1	0:00:14.128387
335	9	9	1	0:00:14.132708
336	3	3	1	0:00:14.129631
337	8	8	1	0:00:14.127659
338	0	0	1	0:00:14.126170
339	7	7	1	0:00:14.128327
340	2	4	0	0:00:14.126445
341	6	5	0	0:00:14.129402
342	2	0	0	0:00:14.128530
343	5	7	0	0:00:14.121912
344	8	8	1	0:00:14.127009
345	5	5	1	0:00:14.128032
346	4	7	0	0:00:14.125925
347	6	6	1	0:00:14.131391
348	8	8	1	0:00:14.127593
349	9	9	1	0:00:14.127715
350	9	9	1	0:00:14.130095
351	1	9	0	0:00:14.130912
352	0	8	0	0:00:14.127940
353	2	2	1	0:00:14.131082
354	2	4	0	0:00:14.125261
355	7	7	1	0:00:14.126883
356	3	2	0	0:00:14.129022
357	2	7	0	0:00:14.126426
358	8	1	0	0:00:14.127950
359	0	0	1	0:00:14.129541
360	9	9	1	0:00:14.129806
361	5	5	1	0:00:14.127199
362	8	8	1	0:00:14.125614
363	1	8	0	0:00:14.128892
364	9	9	1	0:00:14.128267
365	4	4	1	0:00:14.126170
366	1	1	1	0:00:14.123419
367	3	1	0	0:00:14.127409
368	8	0	0	0:00:14.129035
369	1	1	1	0:00:14.125517
370	4	3	0	0:00:14.126631
371	7	7	1	0:00:14.125946
372	9	9	1	0:00:14.125060
373	4	4	1	0:00:14.125201
374	2	2	1	0:00:14.125463
375	7	7	1	0:00:14.126385
376	0	-1	0	0:00:14.124712
377	7	4	0	0:00:14.127357
378	0	2	0	0:00:14.125047
379	6	6	1	0:00:14.126578
380	6	6	1	0:00:14.126601
381	9	9	1	0:00:14.131055
382	0	0	1	0:00:14.127621
383	9	9	1	0:00:14.124912
384	2	2	1	0:00:14.127277
385	8	0	0	0:00:14.125444
386	7	7	1	0:00:14.125907
387	2	5	0	0:00:14.126457
388	2	2	1	0:00:14.128958
389	5	5	1	0:00:14.130349
390	1	1	1	0:00:14.126475
391	2	2	1	0:00:14.125601
392	6	6	1	0:00:14.125933
393	2	3	0	0:00:14.128671
394	9	9	1	0:00:14.124353
395	6	6	1	0:00:14.127004
396	2	2	1	0:00:14.131539
397	3	3	1	0:00:14.128499
398	0	0	1	0:00:14.127723
399	3	9	0	0:00:14.124761
400	9	9	1	0:00:14.127603
401	8	8	1	0:00:14.127894
402	7	4	0	0:00:14.123800
403	8	8	1	0:00:14.129552
404	8	8	1	0:00:14.128216
405	4	2	0	0:00:14.124267
406	0	0	1	0:00:14.125496
407	1	1	1	0:00:14.127242
408	8	8	1	0:00:14.128885
409	2	2	1	0:00:14.126492
410	7	7	1	0:00:14.128682
411	9	9	1	0:00:14.129760
412	3	5	0	0:00:14.126387
413	6	6	1	0:00:14.128776
414	1	1	1	0:00:14.127552
415	9	9	1	0:00:14.127716
416	0	-1	0	0:00:14.127463
417	7	7	1	0:00:14.127637
418	3	5	0	0:00:14.130471
419	7	7	1	0:00:14.129559
420	4	4	1	0:00:14.132448
421	5	3	0	0:00:14.127337
422	0	8	0	0:00:14.130792
423	0	0	1	0:00:14.126277
424	2	2	1	0:00:14.128710
425	9	9	1	0:00:14.126531
426	3	5	0	0:00:14.128656
427	4	3	0	0:00:14.128591
428	0	0	1	0:00:14.127222
429	6	6	1	0:00:14.127264
430	2	4	0	0:00:14.125738
431	5	5	1	0:00:14.127785
432	3	5	0	0:00:14.125756
433	7	7	1	0:00:14.130347
434	3	9	0	0:00:14.129106
435	7	7	1	0:00:14.126875
436	2	3	0	0:00:14.129815
437	5	4	0	0:00:14.125851
438	3	3	1	0:00:14.128387
439	1	9	0	0:00:14.125227
440	1	1	1	0:00:14.126657
441	4	4	1	0:00:14.124081
442	9	9	1	0:00:14.126418
443	9	9	1	0:00:14.124841
444	5	3	0	0:00:14.124805
445	7	2	0	0:00:14.124127
446	5	5	1	0:00:14.123361
447	0	0	1	0:00:14.127284
448	2	2	1	0:00:14.124034
449	2	2	1	0:00:14.127530
450	2	2	1	0:00:14.128012
451	9	9	1	0:00:14.125322
452	7	7	1	0:00:14.125059
453	3	3	1	0:00:14.122283
454	9	9	1	0:00:14.126447
455	4	2	0	0:00:14.123040
456	3	2	0	0:00:14.127793
457	5	7	0	0:00:14.120711
458	4	6	0	0:00:14.122476
459	6	8	0	0:00:14.121123
460	5	5	1	0:00:14.121325
461	6	6	1	0:00:14.122225
462	1	1	1	0:00:14.127340
463	4	4	1	0:00:14.119718
464	3	3	1	0:00:14.123251
465	4	6	0	0:00:14.119947
466	4	4	1	0:00:14.123414
467	3	3	1	0:00:14.127985
468	7	7	1	0:00:14.123155
469	8	8	1	0:00:14.127227
470	3	3	1	0:00:14.122081
471	7	7	1	0:00:14.125587
472	8	8	1	0:00:14.125345
473	0	0	1	0:00:14.121334
474	5	5	1	0:00:14.122155
475	7	7	1	0:00:14.121935
476	6	6	1	0:00:14.120134
477	0	0	1	0:00:14.123538
478	5	2	0	0:00:14.125498
479	4	4	1	0:00:14.122328
480	8	9	0	0:00:14.122061
481	6	6	1	0:00:14.120015
482	8	8	1	0:00:14.120078
483	5	-1	0	0:00:14.120219
484	5	5	1	0:00:14.123285
485	9	8	0	0:00:14.122653
486	9	9	1	0:00:14.120440
487	9	9	1	0:00:14.124372
488	5	5	1	0:00:14.124424
489	0	0	1	0:00:14.126124
490	1	1	1	0:00:14.123885
491	0	7	0	0:00:14.124184
492	8	0	0	0:00:14.125338
493	1	1	1	0:00:14.123325
494	1	8	0	0:00:14.123240
495	8	8	1	0:00:14.122737
496	0	8	0	0:00:14.125525
497	2	2	1	0:00:14.124183
498	2	2	1	0:00:14.121871
499	0	0	1	0:00:14.124284
500	4	6	0	0:00:14.124273
501	6	6	1	0:00:14.124625
502	5	3	0	0:00:14.126595
503	4	4	1	0:00:14.125425
504	9	9	1	0:00:14.127489
505	4	4	1	0:00:14.126654
506	7	7	1	0:00:14.131397
507	9	9	1	0:00:14.131450
508	9	3	0	0:00:14.125647
509	4	4	1	0:00:14.128030
510	5	5	1	0:00:14.126078
511	6	6	1	0:00:14.124900
512	6	6	1	0:00:14.123994
513	1	1	1	0:00:14.129022
514	5	5	1	0:00:14.126644
515	3	3	1	0:00:14.125578
516	8	8	1	0:00:14.127736
517	9	9	1	0:00:14.125286
518	5	7	0	0:00:14.126229
519	8	8	1	0:00:14.126901
520	5	5	1	0:00:14.126362
521	7	7	1	0:00:14.123612
522	0	0	1	0:00:14.124339
523	7	7	1	0:00:14.123033
524	0	0	1	0:00:14.122941
525	5	5	1	0:00:14.123334
526	0	4	0	0:00:14.118623
527	0	0	1	0:00:14.122802
528	4	0	0	0:00:14.128311
529	6	6	1	0:00:14.125312
530	9	9	1	0:00:14.122275
531	0	8	0	0:00:14.123629
532	9	1	0	0:00:14.115311
533	5	5	1	0:00:14.120150
534	6	6	1	0:00:14.117561
535	6	6	1	0:00:14.120856
536	6	6	1	0:00:14.124766
537	2	6	0	0:00:14.121802
538	9	9	1	0:00:14.117868
539	0	0	1	0:00:14.119880
540	1	6	0	0:00:14.117540
541	7	7	1	0:00:14.125768
542	6	6	1	0:00:14.123506
543	7	7	1	0:00:14.122565
544	5	5	1	0:00:14.118905
545	9	9	1	0:00:14.119169
546	1	1	1	0:00:14.121521
547	6	6	1	0:00:14.122824
548	2	6	0	0:00:14.118521
549	5	5	1	0:00:14.116317
550	5	2	0	0:00:14.126037
551	5	3	0	0:00:14.124419
552	8	8	1	0:00:14.124972
553	5	3	0	0:00:14.125854
554	9	9	1	0:00:14.121428
555	4	8	0	0:00:14.125158
556	6	6	1	0:00:14.123827
557	4	4	1	0:00:14.125002
558	3	3	1	0:00:14.125729
559	2	2	1	0:00:14.127912
560	0	0	1	0:00:14.127979
561	7	7	1	0:00:14.126632
562	6	6	1	0:00:14.124828
563	2	2	1	0:00:14.120205
564	2	2	1	0:00:14.126241
565	3	5	0	0:00:14.126741
566	9	9	1	0:00:14.124814
567	7	3	0	0:00:14.121611
568	9	9	1	0:00:14.126718
569	2	2	1	0:00:14.122014
570	6	6	1	0:00:14.126456
571	7	7	1	0:00:14.126850
572	1	1	1	0:00:14.128460
573	3	6	0	0:00:14.125974
574	6	6	1	0:00:14.127970
575	6	6	1	0:00:14.125250
576	8	8	1	0:00:14.128098
577	9	8	0	0:00:14.129347
578	7	7	1	0:00:14.124639
579	5	9	0	0:00:14.120546
580	4	4	1	0:00:14.122563
581	0	0	1	0:00:14.127331
582	8	8	1	0:00:14.126385
583	4	-1	0	0:00:14.123924
584	0	0	1	0:00:14.125382
585	9	9	1	0:00:14.125805
586	3	6	0	0:00:14.125781
587	4	4	1	0:00:14.128682
588	8	8	1	0:00:14.127747
589	9	9	1	0:00:14.125946
590	6	6	1	0:00:14.126640
591	9	9	1	0:00:14.128323
592	2	2	1	0:00:14.127913
593	6	6	1	0:00:14.133004
594	1	1	1	0:00:14.130073
595	4	4	1	0:00:14.127867
596	7	7	1	0:00:14.129132
597	3	-1	0	0:00:14.122342
598	5	5	1	0:00:14.129116
599	3	3	1	0:00:14.129466
600	8	8	1	0:00:14.128687
601	5	5	1	0:00:14.127087
602	0	0	1	0:00:14.127670
603	2	2	1	0:00:14.127103
604	1	1	1	0:00:14.131024
605	6	6	1	0:00:14.129551
606	4	4	1	0:00:14.125005
607	3	3	1	0:00:14.128785
608	3	3	1	0:00:14.127248
609	9	9	1	0:00:14.128329
610	6	6	1	0:00:14.127306
611	9	9	1	0:00:14.128967
612	8	8	1	0:00:14.128601
613	8	8	1	0:00:14.128269
614	5	6	0	0:00:14.124670
615	8	3	0	0:00:14.131413
616	6	6	1	0:00:14.131534
617	6	6	1	0:00:14.129659
618	2	7	0	0:00:14.126153
619	1	1	1	0:00:14.127709
620	7	7	1	0:00:14.127543
621	7	7	1	0:00:14.129827
622	1	1	1	0:00:14.128216
623	2	2	1	0:00:14.129590
624	7	7	1	0:00:14.126865
625	9	9	1	0:00:14.127891
626	9	9	1	0:00:14.127257
627	4	4	1	0:00:14.132540
628	4	4	1	0:00:14.126732
629	1	1	1	0:00:14.124660
630	2	8	0	0:00:14.126546
631	5	3	0	0:00:14.127501
632	6	6	1	0:00:14.129937
633	8	3	0	0:00:14.128247
634	7	7	1	0:00:14.123009
635	6	6	1	0:00:14.129061
636	8	8	1	0:00:14.130328
637	3	3	1	0:00:14.125952
638	0	8	0	0:00:14.133352
639	5	3	0	0:00:14.128956
640	5	3	0	0:00:14.126042
641	3	6	0	0:00:14.131318
642	0	0	1	0:00:14.129143
643	7	7	1	0:00:14.129249
644	9	9	1	0:00:14.129310
645	1	1	1	0:00:14.127191
646	3	3	1	0:00:14.127711
647	4	2	0	0:00:14.127532
648	4	4	1	0:00:14.125763
649	5	5	1	0:00:14.125271
650	3	3	1	0:00:14.129405
651	9	9	1	0:00:14.128814
652	5	3	0	0:00:14.127391
653	6	6	1	0:00:14.130206
654	9	9	1	0:00:14.126121
655	2	4	0	0:00:14.129910
656	1	1	1	0:00:14.130620
657	1	-1	0	0:00:14.126358
658	4	4	1	0:00:14.132820
659	1	1	1	0:00:14.130442
660	9	9	1	0:00:14.133790
661	4	7	0	0:00:14.129213
662	7	7	1	0:00:14.130118
663	6	6	1	0:00:14.128939
664	3	3	1	0:00:14.125648
665	8	8	1	0:00:14.123388
666	9	9	1	0:00:14.129877
667	0	0	1	0:00:14.129488
668	1	9	0	0:00:14.125628
669	3	5	0	0:00:14.127322
670	6	6	1	0:00:14.124217
671	3	5	0	0:00:14.124628
672	6	4	0	0:00:14.126313
673	3	3	1	0:00:14.126535
674	2	2	1	0:00:14.122741
675	0	0	1	0:00:14.122322
676	3	4	0	0:00:14.120926
677	1	9	0	0:00:14.124033
678	0	0	1	0:00:14.121966
679	5	3	0	0:00:14.119971
680	9	9	1	0:00:14.120633
681	6	6	1	0:00:14.124299
682	4	9	0	0:00:14.125655
683	8	8	1	0:00:14.127011
684	9	9	1	0:00:14.124774
685	6	2	0	0:00:14.125336
686	9	2	0	0:00:14.123926
687	6	3	0	0:00:14.121218
688	3	6	0	0:00:14.119599
689	0	6	0	0:00:14.123829
690	3	2	0	0:00:14.124752
691	2	2	1	0:00:14.126322
692	2	0	0	0:00:14.125650
693	7	7	1	0:00:14.123828
694	8	8	1	0:00:14.125993
695	3	4	0	0:00:14.127939
696	8	8	1	0:00:14.129663
697	2	4	0	0:00:14.124489
698	7	7	1	0:00:14.124856
699	5	5	1	0:00:14.122442
700	7	7	1	0:00:14.127028
701	2	2	1	0:00:14.129974
702	4	4	1	0:00:14.126663
703	8	6	0	0:00:14.123390
704	7	7	1	0:00:14.129344
705	4	4	1	0:00:14.127696
706	2	0	0	0:00:14.128542
707	9	9	1	0:00:14.130169
708	8	0	0	0:00:14.126924
709	8	8	1	0:00:14.126917
710	6	2	0	0:00:14.129218
711	8	8	1	0:00:14.125769
712	8	8	1	0:00:14.127011
713	7	7	1	0:00:14.128517
714	4	4	1	0:00:14.125920
715	3	3	1	0:00:14.123611
716	3	6	0	0:00:14.124730
717	8	9	0	0:00:14.122597
718	4	7	0	0:00:14.126558
719	9	8	0	0:00:14.128629
720	4	9	0	0:00:14.120470
721	8	8	1	0:00:14.127008
722	8	8	1	0:00:14.125323
723	1	1	1	0:00:14.129599
724	8	8	1	0:00:14.127095
725	2	8	0	0:00:14.125581
726	1	1	1	0:00:14.137050
727	3	5	0	0:00:14.126692
728	6	6	1	0:00:14.127891
729	5	5	1	0:00:14.131245
730	4	3	0	0:00:14.127192
731	2	0	0	0:00:14.126282
732	7	7	1	0:00:14.127400
733	9	9	1	0:00:14.122700
734	9	9	1	0:00:14.124902
735	4	4	1	0:00:14.125959
736	1	1	1	0:00:14.129025
737	4	4	1	0:00:14.125738
738	1	1	1	0:00:14.126303
739	3	5	0	0:00:14.124302
740	2	3	0	0:00:14.124835
741	7	7	1	0:00:14.129623
742	0	0	1	0:00:14.128754
743	7	7	1	0:00:14.125553
744	9	9	1	0:00:14.126819
745	7	7	1	0:00:14.126664
746	6	6	1	0:00:14.127130
747	6	6	1	0:00:14.128565
748	2	2	1	0:00:14.128897
749	5	3	0	0:00:14.123849
750	9	9	1	0:00:14.129096
751	2	0	0	0:00:14.126315
752	9	9	1	0:00:14.127633
753	1	1	1	0:00:14.129630
754	2	2	1	0:00:14.127743
755	2	4	0	0:00:14.124816
756	6	6	1	0:00:14.126537
757	8	8	1	0:00:14.124787
758	2	2	1	0:00:14.124392
759	1	1	1	0:00:14.125394
760	3	3	1	0:00:14.124184
761	6	6	1	0:00:14.122107
762	6	6	1	0:00:14.121806
763	0	0	1	0:00:14.127324
764	1	1	1	0:00:14.125951
765	2	2	1	0:00:14.120249
766	7	4	0	0:00:14.119220
767	0	9	0	0:00:14.118079
768	5	5	1	0:00:14.118585
769	4	-1	0	0:00:14.119049
770	6	5	0	0:00:14.120585
771	1	1	1	0:00:14.117110
772	6	6	1	0:00:14.116603
773	4	5	0	0:00:14.112597
774	0	0	1	0:00:14.119590
775	2	4	0	0:00:14.116688
776	2	3	0	0:00:14.115172
777	6	6	1	0:00:14.113459
778	0	4	0	0:00:14.116984
779	5	6	0	0:00:14.116658
780	9	9	1	0:00:14.120474
781	1	1	1	0:00:14.119878
782	7	7	1	0:00:14.119204
783	6	6	1	0:00:14.118108
784	7	7	1	0:00:14.120499
785	0	0	1	0:00:14.120293
786	3	3	1	0:00:14.121762
787	9	9	1	0:00:14.123012
788	6	6	1	0:00:14.122170
789	8	8	1	0:00:14.118401
790	3	0	0	0:00:14.120267
791	0	0	1	0:00:14.123249
792	3	0	0	0:00:14.128952
793	4	4	1	0:00:14.118270
794	7	7	1	0:00:14.122056
795	7	7	1	0:00:14.121251
796	1	5	0	0:00:14.118127
797	4	3	0	0:00:14.121636
798	7	7	1	0:00:14.119127
799	2	2	1	0:00:14.120338
800	7	7	1	0:00:14.119252
801	1	1	1	0:00:14.120980
802	4	2	0	0:00:14.123371
803	7	7	1	0:00:14.122663
804	4	4	1	0:00:14.125244
805	4	4	1	0:00:14.121561
806	8	8	1	0:00:14.126209
807	4	4	1	0:00:14.120100
808	7	0	0	0:00:14.122759
809	7	5	0	0:00:14.123376
810	5	3	0	0:00:14.126104
811	3	5	0	0:00:14.122963
812	7	7	1	0:00:14.125647
813	2	2	1	0:00:14.122755
814	0	0	1	0:00:14.128758
815	8	8	1	0:00:14.125587
816	9	9	1	0:00:14.123358
817	5	4	0	0:00:14.123387
818	8	8	1	0:00:14.116528
819	3	3	1	0:00:14.121264
820	6	6	1	0:00:14.121361
