idx	label	predict	correct	time
264	0	8	0	0:00:31.073133
265	8	8	1	0:00:31.067159
266	2	2	1	0:00:31.071875
267	4	4	1	0:00:31.072103
268	7	7	1	0:00:31.068921
269	0	0	1	0:00:31.065520
270	2	2	1	0:00:31.078226
271	3	3	1	0:00:31.069777
272	6	6	1	0:00:31.073686
273	3	3	1	0:00:31.069986
274	8	8	1	0:00:31.072963
275	5	5	1	0:00:31.068211
276	0	0	1	0:00:31.078541
277	3	2	0	0:00:31.073142
278	4	5	0	0:00:31.049923
279	3	5	0	0:00:31.060485
280	9	9	1	0:00:31.073742
281	0	0	1	0:00:31.076602
282	6	6	1	0:00:31.068739
283	1	1	1	0:00:31.076286
284	0	9	0	0:00:31.070893
285	9	9	1	0:00:31.077076
286	1	1	1	0:00:31.066666
287	0	8	0	0:00:31.054802
288	7	7	1	0:00:31.068054
289	9	9	1	0:00:31.064055
290	1	1	1	0:00:31.074338
291	2	2	1	0:00:31.077885
292	6	6	1	0:00:31.071300
293	9	1	0	0:00:31.068902
294	3	3	1	0:00:31.080246
295	4	2	0	0:00:31.062162
296	6	6	1	0:00:31.073906
297	0	0	1	0:00:31.061648
298	0	0	1	0:00:31.075781
299	6	6	1	0:00:31.066290
300	6	6	1	0:00:31.073233
301	6	6	1	0:00:31.078949
302	3	5	0	0:00:31.071842
303	2	2	1	0:00:31.064699
304	6	6	1	0:00:31.078836
305	1	1	1	0:00:31.069471
306	8	1	0	0:00:31.075837
307	2	2	1	0:00:31.080096
308	1	1	1	0:00:31.068565
309	6	2	0	0:00:31.062749
310	8	8	1	0:00:31.069779
311	6	6	1	0:00:31.083571
312	8	0	0	0:00:31.072991
313	0	0	1	0:00:31.069469
314	4	3	0	0:00:31.081867
315	0	0	1	0:00:31.072571
316	7	2	0	0:00:31.071159
317	7	7	1	0:00:31.063145
318	5	5	1	0:00:31.065878
319	5	-1	0	0:00:31.064137
320	3	3	1	0:00:31.060908
321	5	5	1	0:00:31.066299
322	2	6	0	0:00:31.075129
323	3	6	0	0:00:31.070441
324	4	3	0	0:00:31.073624
325	1	1	1	0:00:31.066669
326	7	2	0	0:00:31.061154
327	5	3	0	0:00:31.070863
328	4	9	0	0:00:31.060182
329	6	3	0	0:00:31.068868
330	1	1	1	0:00:31.069928
331	9	9	1	0:00:31.068695
332	3	6	0	0:00:31.087469
333	6	6	1	0:00:31.077943
334	6	6	1	0:00:31.078685
335	9	9	1	0:00:31.066172
336	3	3	1	0:00:31.058382
337	8	8	1	0:00:31.072131
338	0	0	1	0:00:31.074952
339	7	7	1	0:00:31.062340
340	2	4	0	0:00:31.071915
341	6	6	1	0:00:31.069633
342	2	0	0	0:00:31.073598
343	5	7	0	0:00:31.065668
344	8	8	1	0:00:31.068078
345	5	5	1	0:00:31.069571
346	4	7	0	0:00:31.076732
347	6	6	1	0:00:31.062908
348	8	8	1	0:00:31.064186
349	9	9	1	0:00:31.062213
350	9	9	1	0:00:31.065229
351	1	1	1	0:00:31.070567
352	0	8	0	0:00:31.070491
353	2	2	1	0:00:31.067992
354	2	4	0	0:00:31.066082
355	7	7	1	0:00:31.071622
356	3	2	0	0:00:31.056105
357	2	7	0	0:00:31.067602
358	8	1	0	0:00:31.073076
359	0	0	1	0:00:31.065334
360	9	9	1	0:00:31.066814
361	5	5	1	0:00:31.079520
362	8	8	1	0:00:31.076277
363	1	8	0	0:00:31.079724
364	9	9	1	0:00:31.060665
365	4	0	0	0:00:31.058875
366	1	1	1	0:00:31.073523
367	3	1	0	0:00:31.068619
368	8	0	0	0:00:31.076687
369	1	1	1	0:00:31.063948
370	4	3	0	0:00:31.063385
371	7	7	1	0:00:31.074347
372	9	9	1	0:00:31.069288
373	4	4	1	0:00:31.064770
374	2	4	0	0:00:31.064040
375	7	7	1	0:00:31.072423
376	0	8	0	0:00:31.071394
377	7	4	0	0:00:31.068243
378	0	8	0	0:00:31.049539
379	6	6	1	0:00:31.057730
380	6	6	1	0:00:31.069122
381	9	9	1	0:00:31.069969
382	0	0	1	0:00:31.065877
383	9	9	1	0:00:31.075058
384	2	2	1	0:00:31.079595
385	8	0	0	0:00:31.073806
386	7	7	1	0:00:31.075694
387	2	5	0	0:00:31.069184
388	2	2	1	0:00:31.070487
389	5	5	1	0:00:31.068114
390	1	1	1	0:00:31.071697
391	2	2	1	0:00:31.077848
392	6	6	1	0:00:31.080825
393	2	3	0	0:00:31.073228
394	9	9	1	0:00:31.084168
395	6	6	1	0:00:31.082602
396	2	2	1	0:00:31.077732
397	3	3	1	0:00:31.078252
398	0	0	1	0:00:31.081201
399	3	9	0	0:00:31.064939
400	9	9	1	0:00:31.075328
401	8	8	1	0:00:31.069138
402	7	4	0	0:00:31.084473
403	8	8	1	0:00:31.081997
404	8	8	1	0:00:31.059305
405	4	-1	0	0:00:31.070675
406	0	0	1	0:00:31.064739
407	1	1	1	0:00:31.078912
408	8	8	1	0:00:31.064263
409	2	2	1	0:00:31.079432
410	7	7	1	0:00:31.066925
411	9	9	1	0:00:31.081716
412	3	5	0	0:00:31.077408
413	6	6	1	0:00:31.076167
414	1	1	1	0:00:31.061169
415	9	9	1	0:00:31.073205
416	0	0	1	0:00:31.074107
417	7	7	1	0:00:31.072504
418	3	5	0	0:00:31.078787
419	7	7	1	0:00:31.077093
420	4	4	1	0:00:31.066260
421	5	3	0	0:00:31.072770
422	0	8	0	0:00:31.067801
423	0	0	1	0:00:31.073064
424	2	2	1	0:00:31.081728
425	9	9	1	0:00:31.059517
426	3	5	0	0:00:31.077892
427	4	3	0	0:00:31.073079
428	0	0	1	0:00:31.061390
429	6	6	1	0:00:31.073033
430	2	4	0	0:00:31.061123
431	5	3	0	0:00:31.074553
432	3	5	0	0:00:31.063419
433	7	7	1	0:00:31.070346
434	3	9	0	0:00:31.073950
435	7	7	1	0:00:31.070456
436	2	3	0	0:00:31.074343
437	5	4	0	0:00:31.081270
438	3	3	1	0:00:31.067786
439	1	9	0	0:00:31.080299
440	1	1	1	0:00:31.070668
441	4	4	1	0:00:31.071410
442	9	9	1	0:00:31.080660
443	9	9	1	0:00:31.069457
444	5	3	0	0:00:31.062589
445	7	2	0	0:00:31.060279
446	5	6	0	0:00:31.066390
447	0	0	1	0:00:31.068455
448	2	2	1	0:00:31.066627
449	2	2	1	0:00:31.073386
450	2	2	1	0:00:31.073071
451	9	9	1	0:00:31.076119
452	7	7	1	0:00:31.064730
453	3	3	1	0:00:31.071480
454	9	9	1	0:00:31.079859
455	4	2	0	0:00:31.074839
456	3	2	0	0:00:31.078076
457	5	7	0	0:00:31.079131
458	4	6	0	0:00:31.078611
459	6	8	0	0:00:31.069707
460	5	5	1	0:00:31.069672
461	6	6	1	0:00:31.076004
462	1	1	1	0:00:31.068974
463	4	4	1	0:00:31.072523
464	3	3	1	0:00:31.061200
465	4	4	1	0:00:31.063378
466	4	4	1	0:00:31.069485
467	3	3	1	0:00:31.083089
468	7	7	1	0:00:31.067889
469	8	8	1	0:00:31.076879
470	3	3	1	0:00:31.075947
471	7	7	1	0:00:31.084129
472	8	8	1	0:00:31.060598
473	0	0	1	0:00:31.070815
474	5	5	1	0:00:31.055229
475	7	7	1	0:00:31.069298
476	6	6	1	0:00:31.066397
477	0	0	1	0:00:31.065447
478	5	2	0	0:00:31.075234
479	4	4	1	0:00:31.063397
480	8	9	0	0:00:31.073090
481	6	6	1	0:00:31.074484
482	8	8	1	0:00:31.063031
483	5	-1	0	0:00:31.078254
484	5	5	1	0:00:31.074651
485	9	8	0	0:00:31.070383
486	9	9	1	0:00:31.073007
487	9	9	1	0:00:31.072077
488	5	5	1	0:00:31.059084
489	0	0	1	0:00:31.067854
490	1	1	1	0:00:31.058885
491	0	7	0	0:00:31.072568
492	8	0	0	0:00:31.075537
493	1	1	1	0:00:31.066639
494	1	8	0	0:00:31.066308
495	8	8	1	0:00:31.068301
496	0	0	1	0:00:31.067893
497	2	2	1	0:00:31.068106
498	2	2	1	0:00:31.066012
499	0	0	1	0:00:31.074983
500	4	6	0	0:00:31.068125
501	6	6	1	0:00:31.067484
502	5	3	0	0:00:31.071651
503	4	4	1	0:00:31.067628
504	9	9	1	0:00:31.077580
505	4	4	1	0:00:31.071320
506	7	7	1	0:00:31.076694
507	9	9	1	0:00:31.069256
508	9	3	0	0:00:31.055139
509	4	4	1	0:00:31.071440
510	5	5	1	0:00:31.072120
511	6	6	1	0:00:31.072033
512	6	6	1	0:00:31.080930
513	1	1	1	0:00:31.065127
514	5	5	1	0:00:31.064142
515	3	3	1	0:00:31.069990
516	8	8	1	0:00:31.068590
517	9	9	1	0:00:31.077744
518	5	7	0	0:00:31.068512
519	8	8	1	0:00:31.073804
520	5	5	1	0:00:31.069744
521	7	7	1	0:00:31.070750
522	0	0	1	0:00:31.079283
523	7	7	1	0:00:31.067723
524	0	0	1	0:00:31.078570
525	5	6	0	0:00:31.077554
526	0	4	0	0:00:31.074033
527	0	0	1	0:00:31.082783
528	4	0	0	0:00:31.070812
529	6	6	1	0:00:31.069757
530	9	9	1	0:00:31.064594
531	0	8	0	0:00:31.058698
532	9	1	0	0:00:31.079412
533	5	5	1	0:00:31.076119
534	6	6	1	0:00:31.061994
535	6	6	1	0:00:31.058110
536	6	6	1	0:00:31.065965
537	2	6	0	0:00:31.070872
538	9	9	1	0:00:31.061530
539	0	0	1	0:00:31.076424
540	1	1	1	0:00:31.060402
541	7	7	1	0:00:31.066360
542	6	6	1	0:00:31.064124
543	7	7	1	0:00:31.083394
544	5	5	1	0:00:31.067931
545	9	9	1	0:00:31.072664
546	1	1	1	0:00:31.071807
547	6	6	1	0:00:31.062060
548	2	6	0	0:00:31.068486
549	5	5	1	0:00:31.076402
550	5	2	0	0:00:31.067199
551	5	3	0	0:00:31.074812
552	8	8	1	0:00:31.065512
553	5	3	0	0:00:31.081500
554	9	9	1	0:00:31.071283
555	4	8	0	0:00:31.068428
556	6	6	1	0:00:31.071131
557	4	4	1	0:00:31.069224
558	3	3	1	0:00:31.075554
559	2	2	1	0:00:31.068149
560	0	0	1	0:00:31.064101
561	7	7	1	0:00:31.080383
562	6	3	0	0:00:31.070513
563	2	2	1	0:00:31.078267
564	2	4	0	0:00:31.080677
565	3	5	0	0:00:31.056048
566	9	9	1	0:00:31.081191
567	7	3	0	0:00:31.076249
568	9	9	1	0:00:31.068827
569	2	2	1	0:00:31.072510
570	6	6	1	0:00:31.061256
571	7	7	1	0:00:31.068795
572	1	1	1	0:00:31.078778
573	3	6	0	0:00:31.073191
574	6	6	1	0:00:31.092629
575	6	6	1	0:00:31.068759
576	8	8	1	0:00:31.084543
577	9	8	0	0:00:31.079048
578	7	7	1	0:00:31.070283
579	5	9	0	0:00:31.072840
580	4	4	1	0:00:31.073741
581	0	0	1	0:00:31.072017
582	8	8	1	0:00:31.080283
583	4	5	0	0:00:31.068560
584	0	0	1	0:00:31.077253
585	9	9	1	0:00:31.066404
586	3	6	0	0:00:31.071106
587	4	4	1	0:00:31.080573
588	8	8	1	0:00:31.076869
589	9	9	1	0:00:31.076021
590	6	6	1	0:00:31.074397
591	9	9	1	0:00:31.071754
592	2	2	1	0:00:31.077941
593	6	6	1	0:00:31.081368
594	1	1	1	0:00:31.068212
595	4	4	1	0:00:31.069911
596	7	7	1	0:00:31.069241
597	3	9	0	0:00:31.069116
598	5	5	1	0:00:31.073302
599	3	3	1	0:00:31.064653
600	8	8	1	0:00:31.083713
601	5	5	1	0:00:31.079690
602	0	0	1	0:00:31.068200
603	2	2	1	0:00:31.075208
604	1	1	1	0:00:31.070591
605	6	6	1	0:00:31.083141
606	4	4	1	0:00:31.081879
607	3	3	1	0:00:31.076370
608	3	3	1	0:00:31.080165
609	9	9	1	0:00:31.064883
610	6	6	1	0:00:31.071855
611	9	9	1	0:00:31.065954
612	8	8	1	0:00:31.073658
613	8	8	1	0:00:31.071138
614	5	6	0	0:00:31.074351
615	8	3	0	0:00:31.072804
616	6	6	1	0:00:31.063459
617	6	6	1	0:00:31.057410
618	2	2	1	0:00:31.060454
619	1	1	1	0:00:31.076311
620	7	7	1	0:00:31.067322
621	7	7	1	0:00:31.072270
622	1	1	1	0:00:31.074347
623	2	2	1	0:00:31.080350
624	7	7	1	0:00:31.072146
625	9	9	1	0:00:31.062040
626	9	9	1	0:00:31.074325
627	4	4	1	0:00:31.081686
628	4	4	1	0:00:31.069366
629	1	1	1	0:00:31.076804
630	2	8	0	0:00:31.075653
631	5	3	0	0:00:31.076206
632	6	6	1	0:00:31.076133
633	8	8	1	0:00:31.063336
634	7	7	1	0:00:31.069914
635	6	6	1	0:00:31.068684
636	8	8	1	0:00:31.076851
637	3	3	1	0:00:31.060708
638	0	8	0	0:00:31.074105
639	5	3	0	0:00:31.080688
640	5	3	0	0:00:31.058979
641	3	6	0	0:00:31.075467
642	0	0	1	0:00:31.074982
643	7	7	1	0:00:31.075733
644	9	9	1	0:00:31.072744
645	1	1	1	0:00:31.063669
646	3	3	1	0:00:31.072029
647	4	2	0	0:00:31.078016
648	4	4	1	0:00:31.063471
649	5	5	1	0:00:31.070059
650	3	3	1	0:00:31.076555
651	9	9	1	0:00:31.059574
652	5	5	1	0:00:31.072409
653	6	6	1	0:00:31.075486
654	9	9	1	0:00:31.073010
655	2	4	0	0:00:31.077908
656	1	1	1	0:00:31.069745
657	1	-1	0	0:00:31.080106
658	4	4	1	0:00:31.068583
659	1	1	1	0:00:31.074270
660	9	9	1	0:00:31.068244
661	4	4	1	0:00:31.077523
662	7	7	1	0:00:31.074438
663	6	6	1	0:00:31.072781
664	3	3	1	0:00:31.081453
665	8	8	1	0:00:31.082493
666	9	9	1	0:00:31.070058
667	0	0	1	0:00:31.081637
668	1	9	0	0:00:31.075796
669	3	5	0	0:00:31.078622
670	6	6	1	0:00:31.079232
671	3	7	0	0:00:31.080341
672	6	4	0	0:00:31.077207
673	3	3	1	0:00:31.075068
674	2	2	1	0:00:31.066027
675	0	0	1	0:00:31.074113
676	3	4	0	0:00:31.068969
677	1	9	0	0:00:31.071127
678	0	0	1	0:00:31.074057
679	5	2	0	0:00:31.066592
680	9	9	1	0:00:31.054827
681	6	6	1	0:00:31.059664
682	4	9	0	0:00:31.065704
683	8	8	1	0:00:31.068942
684	9	9	1	0:00:31.071896
685	6	2	0	0:00:31.066132
686	9	2	0	0:00:31.065175
687	6	3	0	0:00:31.066036
688	3	6	0	0:00:31.056032
689	0	6	0	0:00:31.074316
690	3	2	0	0:00:31.073675
691	2	2	1	0:00:31.074506
692	2	0	0	0:00:31.072096
693	7	7	1	0:00:31.079661
694	8	8	1	0:00:31.072334
695	3	4	0	0:00:31.067073
696	8	8	1	0:00:31.079219
697	2	4	0	0:00:31.067435
698	7	7	1	0:00:31.073501
699	5	5	1	0:00:31.069435
700	7	7	1	0:00:31.076056
701	2	2	1	0:00:31.067087
702	4	4	1	0:00:31.076816
703	8	6	0	0:00:31.076937
704	7	7	1	0:00:31.066954
705	4	4	1	0:00:31.057450
706	2	0	0	0:00:31.073753
707	9	9	1	0:00:31.078707
708	8	0	0	0:00:31.069350
709	8	8	1	0:00:31.070663
710	6	2	0	0:00:31.078548
711	8	8	1	0:00:31.066139
712	8	8	1	0:00:31.073853
713	7	7	1	0:00:31.073422
714	4	4	1	0:00:31.066047
715	3	3	1	0:00:31.070113
716	3	6	0	0:00:31.058419
717	8	8	1	0:00:31.070460
718	4	4	1	0:00:31.053139
719	9	8	0	0:00:31.070957
720	4	9	0	0:00:31.068285
721	8	8	1	0:00:31.064806
722	8	8	1	0:00:31.074419
723	1	1	1	0:00:31.081419
724	8	8	1	0:00:31.069374
725	2	8	0	0:00:31.074646
726	1	1	1	0:00:31.069912
727	3	5	0	0:00:31.066715
728	6	6	1	0:00:31.068614
729	5	5	1	0:00:31.061434
730	4	3	0	0:00:31.074574
731	2	0	0	0:00:31.080207
732	7	7	1	0:00:31.069713
733	9	9	1	0:00:31.074628
734	9	9	1	0:00:31.069928
735	4	2	0	0:00:31.074317
736	1	1	1	0:00:31.064548
737	4	4	1	0:00:31.071645
738	1	1	1	0:00:31.063680
739	3	5	0	0:00:31.075019
740	2	3	0	0:00:31.058860
741	7	7	1	0:00:31.076022
742	0	0	1	0:00:31.076949
743	7	7	1	0:00:31.074413
744	9	9	1	0:00:31.072390
745	7	7	1	0:00:31.075236
746	6	6	1	0:00:31.062710
747	6	6	1	0:00:31.061098
748	2	2	1	0:00:31.068168
749	5	3	0	0:00:31.077507
750	9	9	1	0:00:31.069029
751	2	0	0	0:00:31.073974
752	9	9	1	0:00:31.072313
753	1	1	1	0:00:31.067234
754	2	2	1	0:00:31.069112
755	2	4	0	0:00:31.071950
756	6	6	1	0:00:31.076384
757	8	8	1	0:00:31.066845
758	2	2	1	0:00:31.070637
759	1	1	1	0:00:31.071184
760	3	3	1	0:00:31.085240
761	6	6	1	0:00:31.072273
762	6	6	1	0:00:31.074657
763	0	0	1	0:00:31.069529
764	1	1	1	0:00:31.069433
765	2	2	1	0:00:31.077107
766	7	4	0	0:00:31.070904
767	0	9	0	0:00:31.080085
768	5	3	0	0:00:31.076413
769	4	-1	0	0:00:31.067944
770	6	5	0	0:00:31.072137
771	1	1	1	0:00:31.073211
772	6	6	1	0:00:31.080102
773	4	5	0	0:00:31.069892
774	0	0	1	0:00:31.077891
775	2	4	0	0:00:31.066711
776	2	3	0	0:00:31.061705
777	6	6	1	0:00:31.069510
778	0	4	0	0:00:31.059426
779	5	6	0	0:00:31.062798
780	9	9	1	0:00:31.059724
781	1	1	1	0:00:31.071586
782	7	7	1	0:00:31.078167
783	6	6	1	0:00:31.075777
784	7	7	1	0:00:31.070640
785	0	0	1	0:00:31.071779
786	3	3	1	0:00:31.067058
787	9	9	1	0:00:31.071664
788	6	6	1	0:00:31.068991
789	8	8	1	0:00:31.073167
790	3	0	0	0:00:31.072357
791	0	0	1	0:00:31.082227
792	3	0	0	0:00:31.074965
793	4	3	0	0:00:31.071827
794	7	7	1	0:00:31.055464
795	7	7	1	0:00:31.070995
796	1	4	0	0:00:31.070204
797	4	3	0	0:00:31.070633
798	7	7	1	0:00:31.069445
799	2	2	1	0:00:31.069094
800	7	7	1	0:00:31.077533
801	1	1	1	0:00:31.083776
802	4	2	0	0:00:31.070549
803	7	7	1	0:00:31.073528
804	4	4	1	0:00:31.067435
805	4	4	1	0:00:31.075577
806	8	8	1	0:00:31.061572
807	4	4	1	0:00:31.070447
808	7	0	0	0:00:31.063996
809	7	5	0	0:00:31.069432
810	5	3	0	0:00:31.072134
811	3	5	0	0:00:31.077546
812	7	7	1	0:00:31.071774
813	2	2	1	0:00:31.082247
814	0	0	1	0:00:31.067233
815	8	8	1	0:00:31.068112
816	9	9	1	0:00:31.083510
817	5	4	0	0:00:31.068281
818	8	8	1	0:00:31.059389
819	3	3	1	0:00:31.075705
820	6	6	1	0:00:31.073704
